,train,val,test
0,B2318573-2 #11_17,K2302247-11 12#2_31,K2203698-1 2#11_6
1,B2337974-3#11_18,K2301846-15 16#9_18,K2203698-11 12#11_11
2,B2340214-3#11_28,K2301846-17 18#9_19,K2203698-13 14#11_12
3,B2341317-1#11_30,K2301846-19 20#9_20,K2203698-3 4#11_7
4,B2404461-1#13_21,K2301846-21 22#9_21,K2203698-5 6#11_8
5,"K2103031-1,2#14_25",K2301846-23 24#9_22,K2203698-7 8#11_9
6,"K2103031-3,4#14_24",K2301846-25 26#9_23,K2203698-9 10#11_10
7,"K2103031-7,8#14_22",K2301846-27 28#9_25,K2302495-1 2#1_13
8,K2200642-3 4#12_22,K2301846-29 30#9_24,K2302495-1 2#9_6
9,K2200642-5 6#12_21,"K2103669-1,2#14_10",K2302495-3 4#1_14
10,K2200642-7 8#12_20,"K2103669-3,4#14_9",K2302495-3 4#9_5
11,K2201770-1 2#12_10,"K2103669-5,6#14_8",K2302495-5 6#1_15
12,K2201770-1 2#9_32,"K2103669-9,10#14_6",K2302495-5 6#9_4
13,K2201770-11 12#12_13,K2302344-11 12#2_18,K2302495-7 8#1_16
14,K2201770-11 12#9_25,K2302344-13 14#2_17,K2302495-7 8#9_3
15,K2201770-3 4#12_9,K2302344-7 8#2_20,K2302495-9  #1_12
16,K2201770-3 4#9_33,B2341994-1#11_33,K2302495-9  #9_7
17,K2201770-5 6#12_12,,K2302495-9 10#9_2
18,K2201770-7 8#12_8,,B2343929-3#13_10
19,K2201945-11 12#12_3,,B2343929-5#13_12
20,K2201945-13 14#12_2,,K2301905-11 12#9_5
21,K2201945-15 16#12_1,,K2301905-5 6#9_8
22,K2201945-3 4#12_7,,K2301905-7 8#9_7
23,K2201945-5 6#12_6,,K2301905-9 10#9_6
24,K2201945-7 8#12_5,,B2341327-1#11_31
25,K2201945-9 10#12_4,,
26,K2202988-1 2#11_34,,
27,K2202988-3 4#11_33,,
28,K2202988-5 6#11_32,,
29,K2202988-7 8#11_31,,
30,K2202988-9 10#11_30,,
31,K2203813-11 12#11_2,,
32,K2203813-13 14#11_1,,
33,K2203813-5 6#11_5,,
34,K2203813-9 10#11_4,,
35,K2300418-7 8#10_18,,
36,K2300418-7 8#11_28,,
37,K2301605-1 2#10_14,,
38,K2301605-3 4#10_13,,
39,K2301605-5 6#10_11,,
40,K2301605-7 8#10_12,,
41,K2301605-9 10#10_10,,
42,K2301849- 9#9_13,,
43,K2301849-11 12#9_15,,
44,K2301849-13 14#9_14,,
45,K2301849-9 10#9_16,,
46,K2302000-5 6#9_4,,
47,K2302000-7 8#9_3,,
48,K2302100-1 2#1_27,,
49,K2302100-3 4#1_26,,
50,K2302100-5 6#1_25,,
51,K2302100-7 8#1_24,,
52,K2302105-13 14#7_3,,
53,K2302105-15 16#7_2,,
54,K2302105-17 18#7_1,,
55,K2302105-7 8#7_6,,
56,K2302105-9 10#7_5,,
57,K2302139-1 2#6_30,,
58,K2302139-21 22#6_24,,
59,K2302139-3 4#6_29,,
60,K2302139-5 6#6_28,,
61,K2302139-7 8#6_27,,
62,K2302215-1 2#6_13,,
63,K2302215-3 4#6_12,,
64,K2302215-5 6#6_11,,
65,K2302215-7 8#6_10,,
66,K2302216-1 2#6_7,,
67,K2302216-11 12#6_4,,
68,K2302216-3 4#6_6,,
69,K2302216-5 6#6_5,,
70,K2302216-7 8#6_3,,
71,K2302216-9 10#6_8,,
72,B2339536-1#11_24,,
73,B2342006-1#13_1,,
74,B2342925-1#13_5,,
75,B2345897-1#13_15,,
76,B2346277-2#13_16,,
77,B2347868-1#13_17,,
78,B2348252-1#13_18,,
79,HZ234043-120  -HE#14_22,,
80,K2102463#14_4,,
81,K2102463#14_8,,
82,K2203437-13 14#11_18,,
83,K2203437-15 16#11_17,,
84,K2203437-17#11_16,,
85,K2300766-3 4#10_17,,
86,K2301828-3 4#9_29,,
87,K2301828-5 6#9_28,,
88,K2301828-7 8#9_27,,
89,K2301828-9 10#9_26,,
90,K2301896-11 12#9_11,,
91,K2301896-13 14#9_12,,
92,K2301896-15 16#9_9,,
93,K2301896-17 18#9_10,,
94,K2302013-3 4#1_32,,
95,K2302013-5 6#1_30,,
96,K2302013-7 8#1_29,,
97,K2302013-9 10#1_28,,
98,K2302182-11 12#6_18,,
99,K2302182-15 16#6_16,,
100,K2302182-17 18#6_15,,
101,K2302182-19 20#6_14,,
