,train,val,test
0,B2340214-3#11_28,B2318573-2 #11_17,K2300418-7 8#10_18
1,B2341317-1#11_30,K2302366-3 4#2_15,K2300418-7 8#11_28
2,B2343929-3#13_10,K2302366-5 6#2_14,B2337974-3#11_18
3,B2343929-5#13_12,K2302366-7 8#2_13,K2302215-1 2#6_13
4,B2404461-1#13_21,K2302366-9 10#2_12,K2302215-3 4#6_12
5,"K2103031-1,2#14_25",K2302000-5 6#9_4,K2302215-5 6#6_11
6,"K2103031-3,4#14_24",K2302000-7 8#9_3,K2302215-7 8#6_10
7,"K2103031-7,8#14_22",K2302013-3 4#1_32,B2348252-1#13_18
8,"K2103669-1,2#14_10",K2302013-5 6#1_30,K2302503-11 12#1_8
9,"K2103669-3,4#14_9",K2302013-7 8#1_29,K2302503-5 6#1_11
10,"K2103669-5,6#14_8",K2302013-9 10#1_28,K2302503-7 8#1_10
11,"K2103669-9,10#14_6",K2301828-3 4#9_29,K2302503-9 10#1_9
12,K2200642-3 4#12_22,K2301828-5 6#9_28,
13,K2200642-5 6#12_21,K2301828-7 8#9_27,
14,K2200642-7 8#12_20,K2301828-9 10#9_26,
15,K2201770-1 2#12_10,,
16,K2201770-1 2#9_32,,
17,K2201770-11 12#12_13,,
18,K2201770-11 12#9_25,,
19,K2201770-3 4#12_9,,
20,K2201770-3 4#9_33,,
21,K2201770-5 6#12_12,,
22,K2201770-7 8#12_8,,
23,K2201945-11 12#12_3,,
24,K2201945-13 14#12_2,,
25,K2201945-15 16#12_1,,
26,K2201945-3 4#12_7,,
27,K2201945-5 6#12_6,,
28,K2201945-7 8#12_5,,
29,K2201945-9 10#12_4,,
30,K2202988-1 2#11_34,,
31,K2202988-3 4#11_33,,
32,K2202988-5 6#11_32,,
33,K2202988-7 8#11_31,,
34,K2202988-9 10#11_30,,
35,K2203698-1 2#11_6,,
36,K2203698-11 12#11_11,,
37,K2203698-13 14#11_12,,
38,K2203698-3 4#11_7,,
39,K2203698-5 6#11_8,,
40,K2203698-7 8#11_9,,
41,K2203698-9 10#11_10,,
42,K2203813-11 12#11_2,,
43,K2203813-13 14#11_1,,
44,K2203813-5 6#11_5,,
45,K2203813-9 10#11_4,,
46,K2301605-1 2#10_14,,
47,K2301605-3 4#10_13,,
48,K2301605-5 6#10_11,,
49,K2301605-7 8#10_12,,
50,K2301605-9 10#10_10,,
51,K2301846-15 16#9_18,,
52,K2301846-17 18#9_19,,
53,K2301846-19 20#9_20,,
54,K2301846-21 22#9_21,,
55,K2301846-23 24#9_22,,
56,K2301846-25 26#9_23,,
57,K2301846-27 28#9_25,,
58,K2301846-29 30#9_24,,
59,K2301849- 9#9_13,,
60,K2301849-11 12#9_15,,
61,K2301849-13 14#9_14,,
62,K2301849-9 10#9_16,,
63,K2302100-1 2#1_27,,
64,K2302100-3 4#1_26,,
65,K2302100-5 6#1_25,,
66,K2302100-7 8#1_24,,
67,K2302105-13 14#7_3,,
68,K2302105-15 16#7_2,,
69,K2302105-17 18#7_1,,
70,K2302105-7 8#7_6,,
71,K2302105-9 10#7_5,,
72,K2302139-1 2#6_30,,
73,K2302139-21 22#6_24,,
74,K2302139-3 4#6_29,,
75,K2302139-5 6#6_28,,
76,K2302139-7 8#6_27,,
77,K2302216-1 2#6_7,,
78,K2302216-11 12#6_4,,
79,K2302216-3 4#6_6,,
80,K2302216-5 6#6_5,,
81,K2302216-7 8#6_3,,
82,K2302216-9 10#6_8,,
83,K2302247-11 12#2_31,,
84,B2339536-1#11_24,,
85,B2341327-1#11_31,,
86,B2341994-1#11_33,,
87,B2342006-1#13_1,,
88,B2342925-1#13_5,,
89,B2345897-1#13_15,,
90,B2346277-2#13_16,,
91,B2347868-1#13_17,,
92,HZ234043-120  -HE#14_22,,
93,K2102463#14_4,,
94,K2102463#14_8,,
95,K2203437-13 14#11_18,,
96,K2203437-15 16#11_17,,
97,K2203437-17#11_16,,
98,K2300766-3 4#10_17,,
99,K2301896-11 12#9_11,,
100,K2301896-13 14#9_12,,
101,K2301896-15 16#9_9,,
102,K2301896-17 18#9_10,,
103,K2301905-11 12#9_5,,
104,K2301905-5 6#9_8,,
105,K2301905-7 8#9_7,,
106,K2301905-9 10#9_6,,
107,K2302182-11 12#6_18,,
108,K2302182-15 16#6_16,,
109,K2302182-17 18#6_15,,
110,K2302182-19 20#6_14,,
