,train,val,test
0,B2318573-2 #11_17,K2201770-5 6#12_12,K2302247-11 12#2_31
1,B2337974-3#11_18,K2201770-11 12#12_13,K2302760-13 14#2_20
2,B2340214-3#11_28,K2201770-11 12#9_25,K2302760-3 4#2_25
3,B2341317-1#11_30,K2201770-1 2#12_10,K2302760-11 12#2_21
4,B2404461-1#13_21,K2201770-7 8#12_8,K2302760-7 8#2_23
5,"K2103031-1,2#14_25",K2201770-3 4#9_33,K2302760-5 6#2_24
6,"K2103031-7,8#14_22",K2201770-1 2#9_32,B2343929-5#13_12
7,"K2103031-3,4#14_24",K2201770-3 4#12_9,B2343929-3#13_10
8,"K2103031-5,6#14_23",K2201770-9 10#9_23,B2343929-4#13_11
9,K2200642-3 4#12_22,K2201770-7 8#9_34,B2343929-1  2  3-HE#13_9
10,K2200642-5 6#12_21,K2201770-5 6#9_24,"K2103669-9,10#14_6"
11,K2200642-7 8#12_20,K2201770-9 10#12_11,"K2103669-5,6#14_8"
12,K2201945-7 8#12_5,K2303640-3 4#4_23,"K2103669-1,2#14_10"
13,K2201945-13 14#12_2,K2303640-9 10#4_31,"K2103669-3,4#14_9"
14,K2201945-11 12#12_3,K2303640-5 6#4_33,"K2103669-7,8#14_7"
15,K2201945-3 4#12_7,K2303640-3 4#4_34,K2302013-9 10#1_28
16,K2201945-5 6#12_6,K2303640-7 8#4_21,K2302013-3 4#1_32
17,K2201945-9 10#12_4,K2303640-7 8#4_32,K2302013-5 6#1_30
18,K2201945-15 16#12_1,K2301605-5 6#10_11,K2302013-7 8#1_29
19,K2202988-3 4#11_33,K2301605-3 4#10_13,K2303264-13 14#10_12
20,K2202988-1 2#11_34,K2301605-7 8#10_12,K2303264-11 12#10_13
21,K2202988-7 8#11_31,K2301605-1 2#10_14,K2303264-9 10#10_14
22,K2202988-9 10#11_30,K2301605-9 10#10_10,K2303264-5 6#10_16
23,K2202988-5 6#11_32,K2302661-5 6#4_9,K2303264-15 16#10_11
24,K2203698-7 8#11_9,K2302661-7 8#4_10,K2301905-5 6#9_8
25,K2203698-11 12#11_11,K2302661-3 4#4_8,K2301905-7 8#9_7
26,K2203698-13 14#11_12,K2302661-11 12#4_12,K2301905-11 12#9_5
27,K2203698-3 4#11_7,K2302661-9 10#4_11,K2301905-9 10#9_6
28,K2203698-5 6#11_8,K2102463#14_4,K2302614-21 #4_17
29,K2203698-9 10#11_10,K2102463#14_8,K2302614-17 18#4_20
30,K2203698-1 2#11_6,"K2103911-5,6#9_31",K2302614-21#4_18
31,K2203813-5 6#11_5,"K2103911-5,6#14_1",K2302614-15 16#4_21
32,K2203813-11 12#11_2,HZ234314-HE#5_13,K2302614-19 20#4_19
33,K2203813-9 10#11_4,B2345897-1#13_15,
34,K2203813-13 14#11_1,,
35,K2300418-7 8#10_18,,
36,K2300418-7 8#11_28,,
37,K2301846-17 18#9_19,,
38,K2301846-15 16#9_18,,
39,K2301846-23 24#9_22,,
40,K2301846-19 20#9_20,,
41,K2301846-25 26#9_23,,
42,K2301846-21 22#9_21,,
43,K2301846-29 30#9_24,,
44,K2301846-27 28#9_25,,
45,K2301849-11 12#9_15,,
46,K2301849-9 10#9_16,,
47,K2301849- 9#9_13,,
48,K2301849-13 14#9_14,,
49,K2302000-5 6#9_4,,
50,K2302000-7 8#9_3,,
51,K2302100-3 4#1_26,,
52,K2302100-5 6#1_25,,
53,K2302100-7 8#1_24,,
54,K2302100-1 2#1_27,,
55,K2302105-17 18#7_1,,
56,K2302105-7 8#7_6,,
57,K2302105-13 14#7_3,,
58,K2302105-9 10#7_5,,
59,K2302105-15 16#7_2,,
60,K2302139-7 8#6_27,,
61,K2302139-1 2#6_30,,
62,K2302139-3 4#6_29,,
63,K2302139-5 6#6_28,,
64,K2302139-21 22#6_24,,
65,K2302215-5 6#6_11,,
66,K2302215-1 2#6_13,,
67,K2302215-3 4#6_12,,
68,K2302215-7 8#6_10,,
69,K2302216-1 2#6_7,,
70,K2302216-7 8#6_3,,
71,K2302216-9 10#6_8,,
72,K2302216-3 4#6_6,,
73,K2302216-11 12#6_4,,
74,K2302216-5 6#6_5,,
75,K2302260-1 2#2_30,,
76,K2302260-3 4#2_29,,
77,K2302260-7 8#2_27,,
78,K2302260-9 10#2_26,,
79,K2302366-7 8#2_13,,
80,K2302366-5 6#2_14,,
81,K2302366-3 4#2_15,,
82,K2302366-9 10#2_12,,
83,K2302388-19 20#2_2,,
84,K2302388-17 18#2_3,,
85,K2302388-15 16#2_4,,
86,K2302388-21 22#2_1,,
87,K2302494-9 10#1_18,,
88,K2302495-7 8#1_16,,
89,K2302495-7 8#9_3,,
90,K2302495-3 4#9_5,,
91,K2302495-9  #1_12,,
92,K2302495-9  #9_7,,
93,K2302495-3 4#1_14,,
94,K2302495-9 10#9_2,,
95,K2302495-5 6#1_15,,
96,K2302495-1 2#1_13,,
97,K2302495-5 6#9_4,,
98,K2302495-1 2#9_6,,
99,K2302639-3 4#4_16,,
100,K2302639-9 10#4_13,,
101,K2302639-7 8#4_14,,
102,K2302639-5 6#4_15,,
103,K2302755-5 6#2_30,,
104,K2302755-11 12#2_27,,
105,K2302755-13 14#2_26,,
106,K2302755-9 10#2_28,,
107,K2302879-7 8#1_17,,
108,K2302879-9 10#1_18,,
109,K2302879-5 6#1_16,,
110,K2302885-7 8#1_20,,
111,K2302885-5 6#1_19,,
112,K2303061-13 14#15_32,,
113,K2303061-19#7_30,,
114,K2303061-17 18#15_34,,
115,K2303061-19#2_11,,
116,K2303061-15 16#7_32,,
117,K2303061-11 12#7_34,,
118,K2303061-9 10#9_1,,
119,K2303061-13 14#7_33,,
120,K2303061-15 16#15_33,,
121,K2303061-11 12#15_31,,
122,K2303429-3 4#9_12,,
123,K2303429-10 %HE#9_6,,
124,K2303545-7 8#7_18,,
125,K2303558-15 16#7_12,,
126,K2303773-23 24#4_8,,
127,K2303773-29 30#4_25,,
128,K2303773-17 18#4_18,,
129,K2303773-19 20#4_17,,
130,K2303773-25 26#4_15,,
131,K2303773-25 26#4_7,,
132,K2303773-21 22#4_17,,
133,K2303773-27 28#4_14,,
134,K2303773-21 22#4_9,,
135,K2303773-23 24#4_16,,
136,K2303773-19 20#4_18,,
137,K2303773-17 18#4_19,,
138,K2303773-31 32#4_5,,
139,K2303782-5 6#4_4,,
140,B2339536-1#11_24,,
141,B2341327-1#11_31,,
142,B2341994-1#11_33,,
143,B2342006-1#13_1,,
144,B2342925-1#13_5,,
145,B2346277-2#13_16,,
146,B2347868-1#13_17,,
147,B2348252-1#13_18,,
148,HZ234043-120  -HE#14_22,,
149,K2203437-15 16#11_17,,
150,K2203437-17#11_16,,
151,K2203437-13 14#11_18,,
152,K2300766-3 4#10_17,,
153,K2301828-7 8#9_27,,
154,K2301828-9 10#9_26,,
155,K2301828-3 4#9_29,,
156,K2301828-5 6#9_28,,
157,K2301896-17 18#9_10,,
158,K2301896-15 16#9_9,,
159,K2301896-11 12#9_11,,
160,K2301896-13 14#9_12,,
161,K2302182-11 12#6_18,,
162,K2302182-19 20#6_14,,
163,K2302182-15 16#6_16,,
164,K2302182-17 18#6_15,,
165,K2302344-7 8#2_20,,
166,K2302344-11 12#2_18,,
167,K2302344-13 14#2_17,,
168,K2302461-13 14#1_20,,
169,K2302461-7 8#1_23,,
170,K2302461-5 6#1_24,,
171,K2302503-5 6#1_11,,
172,K2302503-9 10#1_9,,
173,K2302503-11 12#1_8,,
174,K2302503-7 8#1_10,,
175,K2302536-1 2#1_7,,
176,K2302536-3 4#1_6,,
177,K2302536-7 8#1_4,,
178,K2302536-5 6#1_5,,
179,K2302536-9 10#1_3,,
180,K2302536-13 14#1_1,,
181,K2302536-11 12#1_2,,
182,K2302680-9 10#4_1,,
183,K2302680-13 14#2_33,,
184,K2302680-11 12#2_34,,
185,K2302680-17 18#2_31,,
186,K2302680-15 16#2_32,,
187,K2302680-7 8#4_2,,
188,K2302807-3 4#2_15,,
189,K2302807-5 6#2_14,,
190,K2302807-9 10#2_12,,
191,K2302807-7 8#2_13,,
192,K2302867-9 10#1_5,,
193,K2302867-3 4#1_2,,
194,K2302867-7 8#1_4,,
195,K2302867-5 6#1_3,,
196,K2302867-1 2#1_1,,
197,K2302878-13 14#1_15,,
198,K2302878-9 10#1_13,,
199,K2302878-11 12#1_14,,
200,K2302878-7 8#1_12,,
201,K2302983-21 22#2_5,,
202,K2302983-19 20#2_4,,
203,K2302983-1 2#2_10,,
204,K2302983-36 37#2_8,,
205,K2302983-38 39#2_9,,
206,K2302983-23 24#2_6,,
207,K2302983-40#2_7,,
208,K2303014-19 20#2_2,,
209,K2303014-15 16#1_34,,
210,K2303014-17 18#2_1,,
211,K2303014-13 14#1_33,,
212,K2303014-11 12#1_32,,
213,K2303166-13 %HE#10_26,,
214,K2303166-13 14#10_27,,
215,K2303259-9 10#10_17,,
216,K2303259-1 2#10_21,,
217,K2303259-5 6#10_19,,
218,K2303270-11 12#10_7,,
219,K2303270-9 10#10_8,,
220,K2303270-7 8#10_9,,
221,K2303342-7%HE#9_32,,
222,K2303342-5 6#9_31,,
223,K2303517-5 6#7_27,,
224,K2303517-3 4#7_28,,
225,K2303517-9 10#7_25,,
226,K2303552-13 14#6_32,,
227,K2303552-15 16#6_31,,
228,K2303776-5 6#4_4,,
