,train,val,test
0,B2318573-2 #11_17,K2302661-5 6#4_9,K2202988-3 4#11_33
1,B2337974-3#11_18,K2302661-7 8#4_10,K2202988-1 2#11_34
2,B2340214-3#11_28,K2302661-3 4#4_8,K2202988-7 8#11_31
3,B2341317-1#11_30,K2302661-11 12#4_12,K2202988-9 10#11_30
4,B2343929-5#13_12,K2302661-9 10#4_11,K2202988-5 6#11_32
5,B2343929-3#13_10,K2303640-3 4#4_23,K2201945-7 8#12_5
6,B2343929-4#13_11,K2303640-9 10#4_31,K2201945-13 14#12_2
7,B2343929-1  2  3-HE#13_9,K2303640-5 6#4_33,K2201945-11 12#12_3
8,B2404461-1#13_21,K2303640-3 4#4_34,K2201945-3 4#12_7
9,"K2103031-1,2#14_25",K2303640-7 8#4_21,K2201945-5 6#12_6
10,"K2103031-7,8#14_22",K2303640-7 8#4_32,K2201945-9 10#12_4
11,"K2103031-3,4#14_24",K2302216-1 2#6_7,K2201945-15 16#12_1
12,"K2103031-5,6#14_23",K2302216-7 8#6_3,K2302000-5 6#9_4
13,"K2103669-9,10#14_6",K2302216-9 10#6_8,K2302000-7 8#9_3
14,"K2103669-5,6#14_8",K2302216-3 4#6_6,K2302247-11 12#2_31
15,"K2103669-1,2#14_10",K2302216-11 12#6_4,B2348252-1#13_18
16,"K2103669-3,4#14_9",K2302216-5 6#6_5,K2303259-9 10#10_17
17,"K2103669-7,8#14_7",K2301849-11 12#9_15,K2303259-1 2#10_21
18,K2200642-3 4#12_22,K2301849-9 10#9_16,K2303259-5 6#10_19
19,K2200642-5 6#12_21,K2301849- 9#9_13,B2345897-1#13_15
20,K2200642-7 8#12_20,K2301849-13 14#9_14,B2342925-1#13_5
21,K2201770-5 6#12_12,B2341994-1#11_33,
22,K2201770-11 12#12_13,K2302503-5 6#1_11,
23,K2201770-11 12#9_25,K2302503-9 10#1_9,
24,K2201770-1 2#12_10,K2302503-11 12#1_8,
25,K2201770-7 8#12_8,K2302503-7 8#1_10,
26,K2201770-3 4#9_33,K2302878-13 14#1_15,
27,K2201770-1 2#9_32,K2302878-9 10#1_13,
28,K2201770-3 4#12_9,K2302878-11 12#1_14,
29,K2201770-9 10#9_23,K2302878-7 8#1_12,
30,K2201770-7 8#9_34,K2102463#14_4,
31,K2201770-5 6#9_24,K2102463#14_8,
32,K2201770-9 10#12_11,,
33,K2203698-7 8#11_9,,
34,K2203698-11 12#11_11,,
35,K2203698-13 14#11_12,,
36,K2203698-3 4#11_7,,
37,K2203698-5 6#11_8,,
38,K2203698-9 10#11_10,,
39,K2203698-1 2#11_6,,
40,K2203813-5 6#11_5,,
41,K2203813-11 12#11_2,,
42,K2203813-9 10#11_4,,
43,K2203813-13 14#11_1,,
44,K2300418-7 8#10_18,,
45,K2300418-7 8#11_28,,
46,K2301605-5 6#10_11,,
47,K2301605-3 4#10_13,,
48,K2301605-7 8#10_12,,
49,K2301605-1 2#10_14,,
50,K2301605-9 10#10_10,,
51,K2301846-17 18#9_19,,
52,K2301846-15 16#9_18,,
53,K2301846-23 24#9_22,,
54,K2301846-19 20#9_20,,
55,K2301846-25 26#9_23,,
56,K2301846-21 22#9_21,,
57,K2301846-29 30#9_24,,
58,K2301846-27 28#9_25,,
59,K2302100-3 4#1_26,,
60,K2302100-5 6#1_25,,
61,K2302100-7 8#1_24,,
62,K2302100-1 2#1_27,,
63,K2302105-17 18#7_1,,
64,K2302105-7 8#7_6,,
65,K2302105-13 14#7_3,,
66,K2302105-9 10#7_5,,
67,K2302105-15 16#7_2,,
68,K2302139-7 8#6_27,,
69,K2302139-1 2#6_30,,
70,K2302139-3 4#6_29,,
71,K2302139-5 6#6_28,,
72,K2302139-21 22#6_24,,
73,K2302215-5 6#6_11,,
74,K2302215-1 2#6_13,,
75,K2302215-3 4#6_12,,
76,K2302215-7 8#6_10,,
77,K2302260-1 2#2_30,,
78,K2302260-3 4#2_29,,
79,K2302260-7 8#2_27,,
80,K2302260-9 10#2_26,,
81,K2302366-7 8#2_13,,
82,K2302366-5 6#2_14,,
83,K2302366-3 4#2_15,,
84,K2302366-9 10#2_12,,
85,K2302388-19 20#2_2,,
86,K2302388-17 18#2_3,,
87,K2302388-15 16#2_4,,
88,K2302388-21 22#2_1,,
89,K2302494-9 10#1_18,,
90,K2302495-7 8#1_16,,
91,K2302495-7 8#9_3,,
92,K2302495-3 4#9_5,,
93,K2302495-9  #1_12,,
94,K2302495-9  #9_7,,
95,K2302495-3 4#1_14,,
96,K2302495-9 10#9_2,,
97,K2302495-5 6#1_15,,
98,K2302495-1 2#1_13,,
99,K2302495-5 6#9_4,,
100,K2302495-1 2#9_6,,
101,K2302639-3 4#4_16,,
102,K2302639-9 10#4_13,,
103,K2302639-7 8#4_14,,
104,K2302639-5 6#4_15,,
105,K2302755-5 6#2_30,,
106,K2302755-11 12#2_27,,
107,K2302755-13 14#2_26,,
108,K2302755-9 10#2_28,,
109,K2302760-13 14#2_20,,
110,K2302760-3 4#2_25,,
111,K2302760-11 12#2_21,,
112,K2302760-7 8#2_23,,
113,K2302760-5 6#2_24,,
114,K2302879-7 8#1_17,,
115,K2302879-9 10#1_18,,
116,K2302879-5 6#1_16,,
117,K2302885-7 8#1_20,,
118,K2302885-5 6#1_19,,
119,K2303061-13 14#15_32,,
120,K2303061-19#7_30,,
121,K2303061-17 18#15_34,,
122,K2303061-19#2_11,,
123,K2303061-15 16#7_32,,
124,K2303061-11 12#7_34,,
125,K2303061-9 10#9_1,,
126,K2303061-13 14#7_33,,
127,K2303061-15 16#15_33,,
128,K2303061-11 12#15_31,,
129,K2303429-3 4#9_12,,
130,K2303429-10 %HE#9_6,,
131,K2303545-7 8#7_18,,
132,K2303558-15 16#7_12,,
133,K2303773-23 24#4_8,,
134,K2303773-29 30#4_25,,
135,K2303773-17 18#4_18,,
136,K2303773-19 20#4_17,,
137,K2303773-25 26#4_15,,
138,K2303773-25 26#4_7,,
139,K2303773-21 22#4_17,,
140,K2303773-27 28#4_14,,
141,K2303773-21 22#4_9,,
142,K2303773-23 24#4_16,,
143,K2303773-19 20#4_18,,
144,K2303773-17 18#4_19,,
145,K2303773-31 32#4_5,,
146,K2303782-5 6#4_4,,
147,B2339536-1#11_24,,
148,B2341327-1#11_31,,
149,B2342006-1#13_1,,
150,B2346277-2#13_16,,
