,train,val,test
0,B2318573-2 #11_17,K2301846-17 18#9_19,K2302000-5 6#9_4
1,B2337974-3#11_18,K2301846-15 16#9_18,K2302000-7 8#9_3
2,B2340214-3#11_28,K2301846-23 24#9_22,K2303545-7 8#7_18
3,B2341317-1#11_30,K2301846-19 20#9_20,B2404461-1#13_21
4,B2343929-5#13_12,K2301846-25 26#9_23,"K2103669-9,10#14_6"
5,B2343929-3#13_10,K2301846-21 22#9_21,"K2103669-5,6#14_8"
6,B2343929-4#13_11,K2301846-29 30#9_24,"K2103669-1,2#14_10"
7,B2343929-1  2  3-HE#13_9,K2301846-27 28#9_25,"K2103669-3,4#14_9"
8,"K2103031-1,2#14_25",K2203813-5 6#11_5,"K2103669-7,8#14_7"
9,"K2103031-7,8#14_22",K2203813-11 12#11_2,K2302182-11 12#6_18
10,"K2103031-3,4#14_24",K2203813-9 10#11_4,K2302182-19 20#6_14
11,"K2103031-5,6#14_23",K2203813-13 14#11_1,K2302182-15 16#6_16
12,K2201770-5 6#12_12,K2302639-3 4#4_16,K2302182-17 18#6_15
13,K2201770-11 12#12_13,K2302639-9 10#4_13,K2300766-3 4#10_17
14,K2201770-11 12#9_25,K2302639-7 8#4_14,B2342006-1#13_1
15,K2201770-1 2#12_10,K2302639-5 6#4_15,K2302536-1 2#1_7
16,K2201770-7 8#12_8,K2200642-3 4#12_22,K2302536-3 4#1_6
17,K2201770-3 4#9_33,K2200642-5 6#12_21,K2302536-7 8#1_4
18,K2201770-1 2#9_32,K2200642-7 8#12_20,K2302536-5 6#1_5
19,K2201770-3 4#12_9,K2302867-9 10#1_5,K2302536-9 10#1_3
20,K2201770-9 10#9_23,K2302867-3 4#1_2,K2302536-13 14#1_1
21,K2201770-7 8#9_34,K2302867-7 8#1_4,K2302536-11 12#1_2
22,K2201770-5 6#9_24,K2302867-5 6#1_3,
23,K2201770-9 10#12_11,K2302867-1 2#1_1,
24,K2201945-7 8#12_5,B2347868-1#13_17,
25,K2201945-13 14#12_2,K2302983-21 22#2_5,
26,K2201945-11 12#12_3,K2302983-19 20#2_4,
27,K2201945-3 4#12_7,K2302983-1 2#2_10,
28,K2201945-5 6#12_6,K2302983-36 37#2_8,
29,K2201945-9 10#12_4,K2302983-38 39#2_9,
30,K2201945-15 16#12_1,K2302983-23 24#2_6,
31,K2202988-3 4#11_33,K2302983-40#2_7,
32,K2202988-1 2#11_34,K2303342-7%HE#9_32,
33,K2202988-7 8#11_31,K2303342-5 6#9_31,
34,K2202988-9 10#11_30,,
35,K2202988-5 6#11_32,,
36,K2203698-7 8#11_9,,
37,K2203698-11 12#11_11,,
38,K2203698-13 14#11_12,,
39,K2203698-3 4#11_7,,
40,K2203698-5 6#11_8,,
41,K2203698-9 10#11_10,,
42,K2203698-1 2#11_6,,
43,K2300418-7 8#10_18,,
44,K2300418-7 8#11_28,,
45,K2301605-5 6#10_11,,
46,K2301605-3 4#10_13,,
47,K2301605-7 8#10_12,,
48,K2301605-1 2#10_14,,
49,K2301605-9 10#10_10,,
50,K2301849-11 12#9_15,,
51,K2301849-9 10#9_16,,
52,K2301849- 9#9_13,,
53,K2301849-13 14#9_14,,
54,K2302100-3 4#1_26,,
55,K2302100-5 6#1_25,,
56,K2302100-7 8#1_24,,
57,K2302100-1 2#1_27,,
58,K2302105-17 18#7_1,,
59,K2302105-7 8#7_6,,
60,K2302105-13 14#7_3,,
61,K2302105-9 10#7_5,,
62,K2302105-15 16#7_2,,
63,K2302139-7 8#6_27,,
64,K2302139-1 2#6_30,,
65,K2302139-3 4#6_29,,
66,K2302139-5 6#6_28,,
67,K2302139-21 22#6_24,,
68,K2302215-5 6#6_11,,
69,K2302215-1 2#6_13,,
70,K2302215-3 4#6_12,,
71,K2302215-7 8#6_10,,
72,K2302216-1 2#6_7,,
73,K2302216-7 8#6_3,,
74,K2302216-9 10#6_8,,
75,K2302216-3 4#6_6,,
76,K2302216-11 12#6_4,,
77,K2302216-5 6#6_5,,
78,K2302247-11 12#2_31,,
79,K2302260-1 2#2_30,,
80,K2302260-3 4#2_29,,
81,K2302260-7 8#2_27,,
82,K2302260-9 10#2_26,,
83,K2302366-7 8#2_13,,
84,K2302366-5 6#2_14,,
85,K2302366-3 4#2_15,,
86,K2302366-9 10#2_12,,
87,K2302388-19 20#2_2,,
88,K2302388-17 18#2_3,,
89,K2302388-15 16#2_4,,
90,K2302388-21 22#2_1,,
91,K2302494-9 10#1_18,,
92,K2302495-7 8#1_16,,
93,K2302495-7 8#9_3,,
94,K2302495-3 4#9_5,,
95,K2302495-9  #1_12,,
96,K2302495-9  #9_7,,
97,K2302495-3 4#1_14,,
98,K2302495-9 10#9_2,,
99,K2302495-5 6#1_15,,
100,K2302495-1 2#1_13,,
101,K2302495-5 6#9_4,,
102,K2302495-1 2#9_6,,
103,K2302661-5 6#4_9,,
104,K2302661-7 8#4_10,,
105,K2302661-3 4#4_8,,
106,K2302661-11 12#4_12,,
107,K2302661-9 10#4_11,,
108,K2302755-5 6#2_30,,
109,K2302755-11 12#2_27,,
110,K2302755-13 14#2_26,,
111,K2302755-9 10#2_28,,
112,K2302760-13 14#2_20,,
113,K2302760-3 4#2_25,,
114,K2302760-11 12#2_21,,
115,K2302760-7 8#2_23,,
116,K2302760-5 6#2_24,,
117,K2302879-7 8#1_17,,
118,K2302879-9 10#1_18,,
119,K2302879-5 6#1_16,,
120,K2302885-7 8#1_20,,
121,K2302885-5 6#1_19,,
122,K2303061-13 14#15_32,,
123,K2303061-19#7_30,,
124,K2303061-17 18#15_34,,
125,K2303061-19#2_11,,
126,K2303061-15 16#7_32,,
127,K2303061-11 12#7_34,,
128,K2303061-9 10#9_1,,
129,K2303061-13 14#7_33,,
130,K2303061-15 16#15_33,,
131,K2303061-11 12#15_31,,
132,K2303429-3 4#9_12,,
133,K2303429-10 %HE#9_6,,
134,K2303558-15 16#7_12,,
135,K2303640-3 4#4_23,,
136,K2303640-9 10#4_31,,
137,K2303640-5 6#4_33,,
138,K2303640-3 4#4_34,,
139,K2303640-7 8#4_21,,
140,K2303640-7 8#4_32,,
141,K2303773-23 24#4_8,,
142,K2303773-29 30#4_25,,
143,K2303773-17 18#4_18,,
144,K2303773-19 20#4_17,,
145,K2303773-25 26#4_15,,
146,K2303773-25 26#4_7,,
147,K2303773-21 22#4_17,,
148,K2303773-27 28#4_14,,
149,K2303773-21 22#4_9,,
150,K2303773-23 24#4_16,,
151,K2303773-19 20#4_18,,
152,K2303773-17 18#4_19,,
153,K2303773-31 32#4_5,,
