,train,val,test
B2318573-2 #11_17,True,False,False
B2337974-3#11_18,True,False,False
B2340214-3#11_28,True,False,False
B2341317-1#11_30,True,False,False
B2343929-5#13_12,True,False,False
B2343929-3#13_10,True,False,False
B2343929-4#13_11,True,False,False
B2343929-1  2  3-HE#13_9,True,False,False
K2200642-3 4#12_22,True,False,False
K2200642-5 6#12_21,True,False,False
K2200642-7 8#12_20,True,False,False
K2201770-5 6#12_12,True,False,False
K2201770-11 12#12_13,True,False,False
K2201770-11 12#9_25,True,False,False
K2201770-1 2#12_10,True,False,False
K2201770-7 8#12_8,True,False,False
K2201770-3 4#9_33,True,False,False
K2201770-1 2#9_32,True,False,False
K2201770-3 4#12_9,True,False,False
K2201770-9 10#9_23,True,False,False
K2201770-7 8#9_34,True,False,False
K2201770-5 6#9_24,True,False,False
K2201770-9 10#12_11,True,False,False
K2201945-7 8#12_5,True,False,False
K2201945-13 14#12_2,True,False,False
K2201945-11 12#12_3,True,False,False
K2201945-3 4#12_7,True,False,False
K2201945-5 6#12_6,True,False,False
K2201945-9 10#12_4,True,False,False
K2201945-15 16#12_1,True,False,False
K2202988-3 4#11_33,True,False,False
K2202988-1 2#11_34,True,False,False
K2202988-7 8#11_31,True,False,False
K2202988-9 10#11_30,True,False,False
K2202988-5 6#11_32,True,False,False
K2203813-5 6#11_5,True,False,False
K2203813-11 12#11_2,True,False,False
K2203813-9 10#11_4,True,False,False
K2203813-13 14#11_1,True,False,False
K2300418-7 8#10_18,True,False,False
K2300418-7 8#11_28,True,False,False
K2301605-5 6#10_11,True,False,False
K2301605-3 4#10_13,True,False,False
K2301605-7 8#10_12,True,False,False
K2301605-1 2#10_14,True,False,False
K2301605-9 10#10_10,True,False,False
K2301849-11 12#9_15,True,False,False
K2301849-9 10#9_16,True,False,False
K2301849- 9#9_13,True,False,False
K2301849-13 14#9_14,True,False,False
K2302000-5 6#9_4,True,False,False
K2302000-7 8#9_3,True,False,False
K2302100-3 4#1_26,True,False,False
K2302100-5 6#1_25,True,False,False
K2302100-7 8#1_24,True,False,False
K2302100-1 2#1_27,True,False,False
K2302105-17 18#7_1,True,False,False
K2302105-7 8#7_6,True,False,False
K2302105-13 14#7_3,True,False,False
K2302105-9 10#7_5,True,False,False
K2302105-15 16#7_2,True,False,False
K2302139-7 8#6_27,True,False,False
K2302139-1 2#6_30,True,False,False
K2302139-3 4#6_29,True,False,False
K2302139-5 6#6_28,True,False,False
K2302139-21 22#6_24,True,False,False
K2302215-5 6#6_11,True,False,False
K2302215-1 2#6_13,True,False,False
K2302215-3 4#6_12,True,False,False
K2302215-7 8#6_10,True,False,False
K2302216-1 2#6_7,True,False,False
K2302216-7 8#6_3,True,False,False
K2302216-9 10#6_8,True,False,False
K2302216-3 4#6_6,True,False,False
K2302216-11 12#6_4,True,False,False
K2302216-5 6#6_5,True,False,False
K2302247-11 12#2_31,True,False,False
K2302260-1 2#2_30,True,False,False
K2302260-3 4#2_29,True,False,False
K2302260-7 8#2_27,True,False,False
K2302260-9 10#2_26,True,False,False
K2302366-7 8#2_13,True,False,False
K2302366-5 6#2_14,True,False,False
K2302366-3 4#2_15,True,False,False
K2302366-9 10#2_12,True,False,False
K2302388-19 20#2_2,True,False,False
K2302388-17 18#2_3,True,False,False
K2302388-15 16#2_4,True,False,False
K2302388-21 22#2_1,True,False,False
K2302495-7 8#1_16,True,False,False
K2302495-7 8#9_3,True,False,False
K2302495-3 4#9_5,True,False,False
K2302495-9  #1_12,True,False,False
K2302495-9  #9_7,True,False,False
K2302495-3 4#1_14,True,False,False
K2302495-9 10#9_2,True,False,False
K2302495-5 6#1_15,True,False,False
K2302495-1 2#1_13,True,False,False
K2302495-5 6#9_4,True,False,False
K2302495-1 2#9_6,True,False,False
K2302661-5 6#4_9,True,False,False
K2302661-7 8#4_10,True,False,False
K2302661-3 4#4_8,True,False,False
K2302661-11 12#4_12,True,False,False
K2302661-9 10#4_11,True,False,False
K2302755-5 6#2_30,True,False,False
K2302755-11 12#2_27,True,False,False
K2302755-13 14#2_26,True,False,False
K2302755-9 10#2_28,True,False,False
K2302760-13 14#2_20,True,False,False
K2302760-3 4#2_25,True,False,False
K2302760-11 12#2_21,True,False,False
K2302760-7 8#2_23,True,False,False
K2302760-5 6#2_24,True,False,False
K2302879-7 8#1_17,True,False,False
K2302879-9 10#1_18,True,False,False
K2302879-5 6#1_16,True,False,False
K2302885-7 8#1_20,True,False,False
K2302885-5 6#1_19,True,False,False
K2303061-13 14#15_32,True,False,False
K2303061-19#7_30,True,False,False
K2303061-17 18#15_34,True,False,False
K2303061-19#2_11,True,False,False
K2303061-15 16#7_32,True,False,False
K2303061-11 12#7_34,True,False,False
K2303061-9 10#9_1,True,False,False
K2303061-13 14#7_33,True,False,False
K2303061-15 16#15_33,True,False,False
K2303061-11 12#15_31,True,False,False
K2303429-3 4#9_12,True,False,False
K2303429-10 %HE#9_6,True,False,False
K2303545-7 8#7_18,True,False,False
K2303558-15 16#7_12,True,False,False
K2303773-23 24#4_8,True,False,False
K2303773-29 30#4_25,True,False,False
K2303773-17 18#4_18,True,False,False
K2303773-19 20#4_17,True,False,False
K2303773-25 26#4_15,True,False,False
K2303773-25 26#4_7,True,False,False
K2303773-21 22#4_17,True,False,False
K2303773-27 28#4_14,True,False,False
K2303773-21 22#4_9,True,False,False
K2303773-23 24#4_16,True,False,False
K2303773-19 20#4_18,True,False,False
K2303773-17 18#4_19,True,False,False
K2303773-31 32#4_5,True,False,False
K2303782-5 6#4_4,True,False,False
B2339536-1#11_24,True,False,False
B2341994-1#11_33,True,False,False
B2342006-1#13_1,True,False,False
B2342925-1#13_5,True,False,False
B2345897-1#13_15,True,False,False
B2346277-2#13_16,True,False,False
B2347868-1#13_17,True,False,False
B2348252-1#13_18,True,False,False
HZ234043-120  -HE#14_22,True,False,False
HZ234314-HE#5_13,True,False,False
K2102463#14_4,True,False,False
K2102463#14_8,True,False,False
"K2103911-5,6#9_31",True,False,False
"K2103911-5,6#14_1",True,False,False
K2300766-3 4#10_17,True,False,False
K2301828-7 8#9_27,True,False,False
K2301828-9 10#9_26,True,False,False
K2301828-3 4#9_29,True,False,False
K2301828-5 6#9_28,True,False,False
K2301896-17 18#9_10,True,False,False
K2301896-15 16#9_9,True,False,False
K2301896-11 12#9_11,True,False,False
K2301896-13 14#9_12,True,False,False
K2301905-5 6#9_8,True,False,False
K2301905-7 8#9_7,True,False,False
K2301905-11 12#9_5,True,False,False
K2301905-9 10#9_6,True,False,False
K2302013-9 10#1_28,True,False,False
K2302013-3 4#1_32,True,False,False
K2302013-5 6#1_30,True,False,False
K2302013-7 8#1_29,True,False,False
K2302344-7 8#2_20,True,False,False
K2302344-11 12#2_18,True,False,False
K2302344-13 14#2_17,True,False,False
K2302461-13 14#1_20,True,False,False
K2302461-7 8#1_23,True,False,False
K2302461-5 6#1_24,True,False,False
K2302503-5 6#1_11,True,False,False
K2302503-9 10#1_9,True,False,False
K2302503-11 12#1_8,True,False,False
K2302503-7 8#1_10,True,False,False
K2302614-21 #4_17,True,False,False
K2302614-17 18#4_20,True,False,False
K2302614-21#4_18,True,False,False
K2302614-15 16#4_21,True,False,False
K2302614-19 20#4_19,True,False,False
K2302680-9 10#4_1,True,False,False
K2302680-13 14#2_33,True,False,False
K2302680-11 12#2_34,True,False,False
K2302680-17 18#2_31,True,False,False
K2302680-15 16#2_32,True,False,False
K2302680-7 8#4_2,True,False,False
K2302807-3 4#2_15,True,False,False
K2302807-5 6#2_14,True,False,False
K2302807-9 10#2_12,True,False,False
K2302807-7 8#2_13,True,False,False
K2302867-9 10#1_5,True,False,False
K2302867-3 4#1_2,True,False,False
K2302867-7 8#1_4,True,False,False
K2302867-5 6#1_3,True,False,False
K2302867-1 2#1_1,True,False,False
K2302878-13 14#1_15,True,False,False
K2302878-9 10#1_13,True,False,False
K2302878-11 12#1_14,True,False,False
K2302878-7 8#1_12,True,False,False
K2303259-9 10#10_17,True,False,False
K2303259-1 2#10_21,True,False,False
K2303259-5 6#10_19,True,False,False
K2303264-13 14#10_12,True,False,False
K2303264-11 12#10_13,True,False,False
K2303264-9 10#10_14,True,False,False
K2303264-5 6#10_16,True,False,False
K2303264-15 16#10_11,True,False,False
K2303270-11 12#10_7,True,False,False
K2303270-9 10#10_8,True,False,False
K2303270-7 8#10_9,True,False,False
K2303342-7%HE#9_32,True,False,False
K2303342-5 6#9_31,True,False,False
K2303517-5 6#7_27,True,False,False
K2303517-3 4#7_28,True,False,False
K2303517-9 10#7_25,True,False,False
K2303552-13 14#6_32,True,False,False
K2303552-15 16#6_31,True,False,False
K2301846-17 18#9_19,False,True,False
K2301846-15 16#9_18,False,True,False
K2301846-23 24#9_22,False,True,False
K2301846-19 20#9_20,False,True,False
K2301846-25 26#9_23,False,True,False
K2301846-21 22#9_21,False,True,False
K2301846-29 30#9_24,False,True,False
K2301846-27 28#9_25,False,True,False
K2302639-3 4#4_16,False,True,False
K2302639-9 10#4_13,False,True,False
K2302639-7 8#4_14,False,True,False
K2302639-5 6#4_15,False,True,False
K2203698-7 8#11_9,False,True,False
K2203698-11 12#11_11,False,True,False
K2203698-13 14#11_12,False,True,False
K2203698-3 4#11_7,False,True,False
K2203698-5 6#11_8,False,True,False
K2203698-9 10#11_10,False,True,False
K2203698-1 2#11_6,False,True,False
K2303640-3 4#4_23,False,True,False
K2303640-9 10#4_31,False,True,False
K2303640-5 6#4_33,False,True,False
K2303640-3 4#4_34,False,True,False
K2303640-7 8#4_21,False,True,False
K2303640-7 8#4_32,False,True,False
K2203437-15 16#11_17,False,True,False
K2203437-17#11_16,False,True,False
K2203437-13 14#11_18,False,True,False
K2302983-21 22#2_5,False,True,False
K2302983-19 20#2_4,False,True,False
K2302983-1 2#2_10,False,True,False
K2302983-36 37#2_8,False,True,False
K2302983-38 39#2_9,False,True,False
K2302983-23 24#2_6,False,True,False
K2302983-40#2_7,False,True,False
K2302536-1 2#1_7,False,True,False
K2302536-3 4#1_6,False,True,False
K2302536-7 8#1_4,False,True,False
K2302536-5 6#1_5,False,True,False
K2302536-9 10#1_3,False,True,False
K2302536-13 14#1_1,False,True,False
K2302536-11 12#1_2,False,True,False
K2303014-19 20#2_2,False,True,False
K2303014-15 16#1_34,False,True,False
K2303014-17 18#2_1,False,True,False
K2303014-13 14#1_33,False,True,False
K2303014-11 12#1_32,False,True,False
K2302494-9 10#1_18,False,False,True
"K2103031-1,2#14_25",False,False,True
"K2103031-7,8#14_22",False,False,True
"K2103031-3,4#14_24",False,False,True
"K2103031-5,6#14_23",False,False,True
B2404461-1#13_21,False,False,True
"K2103669-9,10#14_6",False,False,True
"K2103669-5,6#14_8",False,False,True
"K2103669-1,2#14_10",False,False,True
"K2103669-3,4#14_9",False,False,True
"K2103669-7,8#14_7",False,False,True
K2303776-5 6#4_4,False,False,True
