,train,val,test
0,B2318573-2 #11_17,B2346277-2#13_16,B2341317-1#11_30
1,B2337974-3#11_18,K2300418-7 8#10_18,B2343929-3#13_10
2,B2339536-1#11_24,K2300418-7 8#11_28,B2343929-5#13_12
3,B2340214-3#11_28,K2300766-3 4#10_17,K2301896-11 12#9_11
4,B2341327-1#11_31,K2302388-15 16#2_4,K2301896-13 14#9_12
5,B2341994-1#11_33,K2302388-17 18#2_3,K2301896-15 16#9_9
6,B2342006-1#13_1,K2302388-19 20#2_2,K2301896-17 18#9_10
7,B2342925-1#13_5,K2302388-21 22#2_1,K2302216-1 2#6_7
8,B2345897-1#13_15,K2302495-1 2#1_13,K2302216-11 12#6_4
9,B2347868-1#13_17,K2302495-1 2#9_6,K2302216-3 4#6_6
10,B2348252-1#13_18,K2302495-3 4#1_14,K2302216-5 6#6_5
11,B2404461-1#13_21,K2302495-3 4#9_5,K2302216-7 8#6_3
12,HZ234043-120  -HE#14_22,K2302495-5 6#1_15,K2302216-9 10#6_8
13,K2102463#14_4,K2302495-5 6#9_4,K2302344-11 12#2_18
14,K2102463#14_8,K2302495-7 8#1_16,K2302344-13 14#2_17
15,"K2103031-1,2#14_25",K2302495-7 8#9_3,K2302344-7 8#2_20
16,"K2103031-3,4#14_24",K2302495-9  #1_12,
17,"K2103031-7,8#14_22",K2302495-9  #9_7,
18,"K2103669-1,2#14_10",K2302495-9 10#9_2,
19,"K2103669-3,4#14_9",,
20,"K2103669-5,6#14_8",,
21,"K2103669-9,10#14_6",,
22,K2200642-3 4#12_22,,
23,K2200642-5 6#12_21,,
24,K2200642-7 8#12_20,,
25,K2201770-1 2#12_10,,
26,K2201770-1 2#9_32,,
27,K2201770-11 12#12_13,,
28,K2201770-11 12#9_25,,
29,K2201770-3 4#12_9,,
30,K2201770-3 4#9_33,,
31,K2201770-5 6#12_12,,
32,K2201770-7 8#12_8,,
33,K2201945-11 12#12_3,,
34,K2201945-13 14#12_2,,
35,K2201945-15 16#12_1,,
36,K2201945-3 4#12_7,,
37,K2201945-5 6#12_6,,
38,K2201945-7 8#12_5,,
39,K2201945-9 10#12_4,,
40,K2202988-1 2#11_34,,
41,K2202988-3 4#11_33,,
42,K2202988-5 6#11_32,,
43,K2202988-7 8#11_31,,
44,K2202988-9 10#11_30,,
45,K2203437-13 14#11_18,,
46,K2203437-15 16#11_17,,
47,K2203437-17#11_16,,
48,K2203698-1 2#11_6,,
49,K2203698-11 12#11_11,,
50,K2203698-13 14#11_12,,
51,K2203698-3 4#11_7,,
52,K2203698-5 6#11_8,,
53,K2203698-7 8#11_9,,
54,K2203698-9 10#11_10,,
55,K2203813-11 12#11_2,,
56,K2203813-13 14#11_1,,
57,K2203813-5 6#11_5,,
58,K2203813-9 10#11_4,,
59,K2301605-1 2#10_14,,
60,K2301605-3 4#10_13,,
61,K2301605-5 6#10_11,,
62,K2301605-7 8#10_12,,
63,K2301605-9 10#10_10,,
64,K2301828-3 4#9_29,,
65,K2301828-5 6#9_28,,
66,K2301828-7 8#9_27,,
67,K2301828-9 10#9_26,,
68,K2301846-15 16#9_18,,
69,K2301846-17 18#9_19,,
70,K2301846-19 20#9_20,,
71,K2301846-21 22#9_21,,
72,K2301846-23 24#9_22,,
73,K2301846-25 26#9_23,,
74,K2301846-27 28#9_25,,
75,K2301846-29 30#9_24,,
76,K2301849- 9#9_13,,
77,K2301849-11 12#9_15,,
78,K2301849-13 14#9_14,,
79,K2301849-9 10#9_16,,
80,K2301905-11 12#9_5,,
81,K2301905-5 6#9_8,,
82,K2301905-7 8#9_7,,
83,K2301905-9 10#9_6,,
84,K2302000-5 6#9_4,,
85,K2302000-7 8#9_3,,
86,K2302013-3 4#1_32,,
87,K2302013-5 6#1_30,,
88,K2302013-7 8#1_29,,
89,K2302013-9 10#1_28,,
90,K2302100-1 2#1_27,,
91,K2302100-3 4#1_26,,
92,K2302100-5 6#1_25,,
93,K2302100-7 8#1_24,,
94,K2302105-13 14#7_3,,
95,K2302105-15 16#7_2,,
96,K2302105-17 18#7_1,,
97,K2302105-7 8#7_6,,
98,K2302105-9 10#7_5,,
99,K2302139-1 2#6_30,,
100,K2302139-21 22#6_24,,
101,K2302139-3 4#6_29,,
102,K2302139-5 6#6_28,,
103,K2302139-7 8#6_27,,
104,K2302182-11 12#6_18,,
105,K2302182-15 16#6_16,,
106,K2302182-17 18#6_15,,
107,K2302182-19 20#6_14,,
108,K2302215-1 2#6_13,,
109,K2302215-3 4#6_12,,
110,K2302215-5 6#6_11,,
111,K2302215-7 8#6_10,,
