,train,val,test
0,B2343929-5#13_12,K2301846-17 18#9_19,K2302536-1 2#1_7
1,K2302495-7 8#1_16,K2301846-15 16#9_18,B2342006-1#13_1
2,K2302139-7 8#6_27,K2200642-3 4#12_22,K2302536-3 4#1_6
3,K2302503-5 6#1_11,B2347868-1#13_17,"K2103669-9,10#14_6"
4,K2302100-3 4#1_26,K2302639-3 4#4_16,K2302536-7 8#1_4
5,K2302013-9 10#1_28,K2301846-23 24#9_22,K2302536-5 6#1_5
6,K2302013-3 4#1_32,K2301846-19 20#9_20,K2302536-9 10#1_3
7,K2302260-1 2#2_30,K2200642-5 6#12_21,K2302182-11 12#6_18
8,K2302661-5 6#4_9,K2200642-7 8#12_20,K2302536-13 14#1_1
9,K2302495-7 8#9_3,K2203813-5 6#11_5,B2404461-1#13_21
10,K2302215-5 6#6_11,K2301846-25 26#9_23,K2302000-5 6#9_4
11,K2302344-7 8#2_20,K2203813-11 12#11_2,K2302182-19 20#6_14
12,K2301849-11 12#9_15,K2203813-9 10#11_4,K2302536-11 12#1_2
13,K2302503-9 10#1_9,K2301846-21 22#9_21,K2302182-15 16#6_16
14,K2301605-5 6#10_11,K2203813-13 14#11_1,K2302182-17 18#6_15
15,K2201770-5 6#12_12,K2301846-29 30#9_24,"K2103669-5,6#14_8"
16,B2343929-3#13_10,K2301846-27 28#9_25,"K2103669-1,2#14_10"
17,K2302495-3 4#9_5,K2302639-9 10#4_13,"K2103669-3,4#14_9"
18,K2302139-1 2#6_30,K2302639-7 8#4_14,K2302000-7 8#9_3
19,B2342925-1#13_5,K2302639-5 6#4_15,K2300766-3 4#10_17
20,K2302461-13 14#1_20,K2302867-9 10#1_5,"K2103669-7,8#14_7"
21,K2302614-21 #4_17,K2302867-3 4#1_2,K2303545-7 8#7_18
22,K2302661-7 8#4_10,K2302983-21 22#2_5,
23,K2300418-7 8#10_18,K2302983-19 20#2_4,
24,K2302495-9  #1_12,K2302867-7 8#1_4,
25,K2302495-9  #9_7,K2302983-1 2#2_10,
26,K2301896-17 18#9_10,K2303342-7%HE#9_32,
27,K2301905-5 6#9_8,K2302983-36 37#2_8,
28,B2341327-1#11_31,K2303342-5 6#9_31,
29,B2346277-2#13_16,K2302983-38 39#2_9,
30,K2201770-11 12#12_13,K2302867-5 6#1_3,
31,K2302105-17 18#7_1,K2302867-1 2#1_1,
32,K2301828-7 8#9_27,K2302983-23 24#2_6,
33,K2302260-3 4#2_29,K2302983-40#2_7,
34,K2302216-1 2#6_7,,
35,K2302495-3 4#1_14,,
36,K2302495-9 10#9_2,,
37,K2301849-9 10#9_16,,
38,K2201770-11 12#9_25,,
39,K2302216-7 8#6_3,,
40,K2301605-3 4#10_13,,
41,K2302614-17 18#4_20,,
42,K2201770-1 2#12_10,,
43,K2203437-15 16#11_17,,
44,K2301896-15 16#9_9,,
45,K2302216-9 10#6_8,,
46,"K2103031-1,2#14_25",,
47,K2203698-7 8#11_9,,
48,K2302366-7 8#2_13,,
49,K2302495-5 6#1_15,,
50,K2203437-17#11_16,,
51,B2341317-1#11_30,,
52,K2201945-7 8#12_5,,
53,K2302139-3 4#6_29,,
54,K2201945-13 14#12_2,,
55,K2302388-19 20#2_2,,
56,K2301605-7 8#10_12,,
57,K2202988-3 4#11_33,,
58,K2202988-1 2#11_34,,
59,K2302139-5 6#6_28,,
60,K2302661-3 4#4_8,,
61,K2302366-5 6#2_14,,
62,K2302216-3 4#6_6,,
