,train,val,test
0,B2343929-5#13_12,K2302503-5 6#1_11,B2342006-1#13_1
1,K2302495-7 8#1_16,K2302013-9 10#1_28,K2302260-1 2#2_30
2,K2302139-7 8#6_27,K2302013-3 4#1_32,"K2103669-9,10#14_6"
3,K2301846-17 18#9_19,K2302503-9 10#1_9,K2302260-3 4#2_29
4,K2302536-1 2#1_7,B2341317-1#11_30,"K2103669-5,6#14_8"
5,K2302100-3 4#1_26,K2302013-5 6#1_30,"K2103669-1,2#14_10"
6,K2302661-5 6#4_9,K2302247-11 12#2_31,K2302260-7 8#2_27
7,K2302495-7 8#9_3,K2302503-11 12#1_8,"K2103669-3,4#14_9"
8,K2302215-5 6#6_11,K2302013-7 8#1_29,B2345897-1#13_15
9,K2302344-7 8#2_20,K2302503-7 8#1_10,K2302260-9 10#2_26
10,K2301849-11 12#9_15,B2340214-3#11_28,K2303558-15 16#7_12
11,K2301605-5 6#10_11,K2303640-3 4#4_23,K2302885-7 8#1_20
12,K2201770-5 6#12_12,"K2103911-5,6#9_31",K2303552-13 14#6_32
13,B2343929-3#13_10,K2302807-3 4#2_15,K2302885-5 6#1_19
14,K2302495-3 4#9_5,K2303640-9 10#4_31,K2303552-15 16#6_31
15,K2302139-1 2#6_30,"K2103911-5,6#14_1",K2303166-13 %HE#10_26
16,B2342925-1#13_5,K2302807-5 6#2_14,K2303166-13 14#10_27
17,K2302461-13 14#1_20,K2302807-9 10#2_12,"K2103669-7,8#14_7"
18,K2302536-3 4#1_6,K2303640-5 6#4_33,
19,K2302614-21 #4_17,K2303640-3 4#4_34,
20,K2302661-7 8#4_10,K2303640-7 8#4_21,
21,K2300418-7 8#10_18,K2303640-7 8#4_32,
22,K2302495-9  #1_12,K2302807-7 8#2_13,
23,K2302495-9  #9_7,,
24,K2301846-15 16#9_18,,
25,K2301896-17 18#9_10,,
26,K2301905-5 6#9_8,,
27,B2341327-1#11_31,,
28,B2346277-2#13_16,,
29,K2200642-3 4#12_22,,
30,K2201770-11 12#12_13,,
31,K2302536-7 8#1_4,,
32,K2302105-17 18#7_1,,
33,K2301828-7 8#9_27,,
34,K2302216-1 2#6_7,,
35,K2302495-3 4#1_14,,
36,K2302495-9 10#9_2,,
37,K2301849-9 10#9_16,,
38,K2201770-11 12#9_25,,
39,B2347868-1#13_17,,
40,K2302216-7 8#6_3,,
41,K2301605-3 4#10_13,,
42,K2302614-17 18#4_20,,
43,K2201770-1 2#12_10,,
44,K2302639-3 4#4_16,,
45,K2302536-5 6#1_5,,
46,K2203437-15 16#11_17,,
47,K2301896-15 16#9_9,,
48,K2302536-9 10#1_3,,
49,K2302182-11 12#6_18,,
50,K2302216-9 10#6_8,,
51,"K2103031-1,2#14_25",,
52,K2203698-7 8#11_9,,
53,K2301846-23 24#9_22,,
54,K2302366-7 8#2_13,,
55,K2302495-5 6#1_15,,
56,K2203437-17#11_16,,
57,K2301846-19 20#9_20,,
58,K2201945-7 8#12_5,,
59,K2302139-3 4#6_29,,
60,K2201945-13 14#12_2,,
61,K2302388-19 20#2_2,,
62,K2301605-7 8#10_12,,
63,K2202988-3 4#11_33,,
64,K2202988-1 2#11_34,,
65,K2200642-5 6#12_21,,
66,K2302139-5 6#6_28,,
67,K2302661-3 4#4_8,,
68,K2302366-5 6#2_14,,
69,K2302216-3 4#6_6,,
70,K2302494-9 10#1_18,,
71,K2200642-7 8#12_20,,
72,K2302536-13 14#1_1,,
73,K2203813-5 6#11_5,,
74,K2301896-11 12#9_11,,
75,HZ234043-120  -HE#14_22,,
76,K2301846-25 26#9_23,,
77,K2302215-1 2#6_13,,
78,K2301849- 9#9_13,,
79,K2202988-7 8#11_31,,
80,K2201945-11 12#12_3,,
81,K2302495-1 2#1_13,,
82,K2201945-3 4#12_7,,
83,K2302216-11 12#6_4,,
84,B2404461-1#13_21,,
85,B2337974-3#11_18,,
86,K2203698-11 12#11_11,,
87,K2302000-5 6#9_4,,
88,K2201945-5 6#12_6,,
89,K2302661-11 12#4_12,,
90,K2302182-19 20#6_14,,
91,K2302536-11 12#1_2,,
92,K2203698-13 14#11_12,,
93,K2302182-15 16#6_16,,
94,K2302139-21 22#6_24,,
95,K2302614-21#4_18,,
96,K2302215-3 4#6_12,,
97,K2302105-7 8#7_6,,
98,K2201770-7 8#12_8,,
99,K2301896-13 14#9_12,,
100,K2202988-9 10#11_30,,
101,K2300418-7 8#11_28,,
102,K2203813-11 12#11_2,,
103,K2302105-13 14#7_3,,
104,K2203813-9 10#11_4,,
105,K2302100-5 6#1_25,,
106,B2348252-1#13_18,,
107,K2301605-1 2#10_14,,
108,K2301828-9 10#9_26,,
109,B2341994-1#11_33,,
110,K2203437-13 14#11_18,,
111,K2302344-11 12#2_18,,
112,K2302182-17 18#6_15,,
113,"K2103031-7,8#14_22",,
114,K2301846-21 22#9_21,,
115,K2302388-17 18#2_3,,
116,K2302495-5 6#9_4,,
117,K2302215-7 8#6_10,,
118,K2301905-7 8#9_7,,
119,K2203698-3 4#11_7,,
120,K2302388-15 16#2_4,,
121,K2301905-11 12#9_5,,
122,K2301828-3 4#9_29,,
123,B2339536-1#11_24,,
124,K2203813-13 14#11_1,,
125,K2302100-7 8#1_24,,
126,K2302366-3 4#2_15,,
127,K2301846-29 30#9_24,,
128,K2302661-9 10#4_11,,
129,K2302461-7 8#1_23,,
130,K2301846-27 28#9_25,,
131,K2302639-9 10#4_13,,
132,K2301828-5 6#9_28,,
133,K2203698-5 6#11_8,,
134,K2302614-15 16#4_21,,
135,K2302105-9 10#7_5,,
136,"K2103031-3,4#14_24",,
137,K2302105-15 16#7_2,,
138,K2202988-5 6#11_32,,
139,K2201770-3 4#9_33,,
140,K2302388-21 22#2_1,,
141,K2302000-7 8#9_3,,
142,K2203698-9 10#11_10,,
143,K2301849-13 14#9_14,,
144,K2201945-9 10#12_4,,
145,B2318573-2 #11_17,,
146,K2302366-9 10#2_12,,
147,K2302100-1 2#1_27,,
148,K2201945-15 16#12_1,,
149,K2302495-1 2#9_6,,
150,K2301605-9 10#10_10,,
151,K2102463#14_4,,
152,K2302614-19 20#4_19,,
153,K2203698-1 2#11_6,,
154,K2302344-13 14#2_17,,
155,K2302639-7 8#4_14,,
156,K2302461-5 6#1_24,,
157,K2302639-5 6#4_15,,
158,K2102463#14_8,,
159,K2300766-3 4#10_17,,
160,K2201770-1 2#9_32,,
161,K2302216-5 6#6_5,,
162,K2201770-3 4#12_9,,
163,K2301905-9 10#9_6,,
164,K2302867-9 10#1_5,,
165,K2302680-9 10#4_1,,
166,K2303061-13 14#15_32,,
167,K2302879-7 8#1_17,,
168,K2302878-13 14#1_15,,
169,K2303061-19#7_30,,
170,K2302867-3 4#1_2,,
171,K2302983-21 22#2_5,,
172,K2303061-17 18#15_34,,
173,K2303061-19#2_11,,
174,K2303517-5 6#7_27,,
175,K2302879-9 10#1_18,,
176,K2302760-13 14#2_20,,
177,K2303782-5 6#4_4,,
178,K2303429-3 4#9_12,,
179,K2302878-9 10#1_13,,
180,K2303014-19 20#2_2,,
181,K2302755-5 6#2_30,,
182,K2302983-19 20#2_4,,
183,K2303773-23 24#4_8,,
184,K2303264-13 14#10_12,,
185,K2303061-15 16#7_32,,
186,K2303014-15 16#1_34,,
187,K2303061-11 12#7_34,,
188,K2303773-29 30#4_25,,
189,K2302680-13 14#2_33,,
190,K2302867-7 8#1_4,,
191,K2201770-9 10#9_23,,
192,K2302760-3 4#2_25,,
193,K2302983-1 2#2_10,,
194,K2303264-11 12#10_13,,
195,K2302760-11 12#2_21,,
196,K2303061-9 10#9_1,,
197,K2303342-7%HE#9_32,,
198,K2303014-17 18#2_1,,
199,K2303264-9 10#10_14,,
200,K2303773-17 18#4_18,,
201,B2343929-4#13_11,,
202,K2302983-36 37#2_8,,
203,K2302760-7 8#2_23,,
204,"K2103031-5,6#14_23",,
205,K2303270-11 12#10_7,,
206,K2303773-19 20#4_17,,
207,K2302760-5 6#2_24,,
208,K2303773-25 26#4_15,,
209,K2302878-11 12#1_14,,
210,K2303342-5 6#9_31,,
211,K2303264-5 6#10_16,,
212,K2303773-25 26#4_7,,
213,K2302755-11 12#2_27,,
214,K2303061-13 14#7_33,,
215,K2302983-38 39#2_9,,
216,K2302879-5 6#1_16,,
217,K2303773-21 22#4_17,,
218,K2303773-27 28#4_14,,
219,K2303061-15 16#15_33,,
220,K2201770-7 8#9_34,,
221,K2303773-21 22#4_9,,
222,K2303259-9 10#10_17,,
223,B2343929-1  2  3-HE#13_9,,
224,K2303429-10 %HE#9_6,,
225,K2303014-13 14#1_33,,
226,K2201770-5 6#9_24,,
227,K2302755-13 14#2_26,,
228,K2302680-11 12#2_34,,
229,K2303517-3 4#7_28,,
230,K2303270-9 10#10_8,,
231,K2303773-23 24#4_16,,
232,K2302867-5 6#1_3,,
233,K2303259-1 2#10_21,,
234,K2302878-7 8#1_12,,
235,K2303270-7 8#10_9,,
236,K2303776-5 6#4_4,,
237,K2302755-9 10#2_28,,
238,K2303517-9 10#7_25,,
239,K2302867-1 2#1_1,,
240,K2303264-15 16#10_11,,
241,K2302680-17 18#2_31,,
242,K2303773-19 20#4_18,,
243,K2303773-17 18#4_19,,
244,K2303773-31 32#4_5,,
245,K2302680-15 16#2_32,,
246,HZ234314-HE#5_13,,
247,K2302983-23 24#2_6,,
248,K2303545-7 8#7_18,,
249,K2303014-11 12#1_32,,
250,K2302680-7 8#4_2,,
251,K2302983-40#2_7,,
252,K2303061-11 12#15_31,,
253,K2201770-9 10#12_11,,
254,K2303259-5 6#10_19,,
