,train,val,test
0,B2343929-5#13_12,K2301605-5 6#10_11,K2302661-5 6#4_9
1,K2302495-7 8#1_16,K2201770-5 6#12_12,K2301849-11 12#9_15
2,K2302139-7 8#6_27,B2342925-1#13_5,K2302661-7 8#4_10
3,K2301846-17 18#9_19,K2201770-11 12#12_13,K2301849-9 10#9_16
4,K2302536-1 2#1_7,K2201770-11 12#9_25,K2203437-15 16#11_17
5,K2302503-5 6#1_11,K2301605-3 4#10_13,K2203437-17#11_16
6,K2302100-3 4#1_26,K2201770-1 2#12_10,K2302661-3 4#4_8
7,K2302013-9 10#1_28,"K2103031-1,2#14_25",K2203813-5 6#11_5
8,K2302013-3 4#1_32,K2301605-7 8#10_12,K2301849- 9#9_13
9,B2342006-1#13_1,K2201770-7 8#12_8,K2302247-11 12#2_31
10,K2302260-1 2#2_30,K2301605-1 2#10_14,K2302661-11 12#4_12
11,K2302495-7 8#9_3,"K2103031-7,8#14_22",K2203813-11 12#11_2
12,K2302215-5 6#6_11,"K2103031-3,4#14_24",K2203813-9 10#11_4
13,K2302344-7 8#2_20,K2201770-3 4#9_33,B2348252-1#13_18
14,K2302503-9 10#1_9,B2345897-1#13_15,K2203437-13 14#11_18
15,B2343929-3#13_10,K2301605-9 10#10_10,K2203813-13 14#11_1
16,K2302495-3 4#9_5,K2201770-1 2#9_32,K2302661-9 10#4_11
17,K2302139-1 2#6_30,K2201770-3 4#12_9,K2301849-13 14#9_14
18,K2302461-13 14#1_20,K2302878-13 14#1_15,K2302680-9 10#4_1
19,K2302536-3 4#1_6,K2302878-9 10#1_13,K2303014-19 20#2_2
20,K2302614-21 #4_17,K2303773-23 24#4_8,K2303014-15 16#1_34
21,K2300418-7 8#10_18,K2303773-29 30#4_25,K2302680-13 14#2_33
22,K2302495-9  #1_12,K2201770-9 10#9_23,K2303014-17 18#2_1
23,K2302495-9  #9_7,K2303773-17 18#4_18,K2303014-13 14#1_33
24,K2301846-15 16#9_18,K2302807-3 4#2_15,K2302680-11 12#2_34
25,K2301896-17 18#9_10,"K2103031-5,6#14_23",K2302680-17 18#2_31
26,K2301905-5 6#9_8,K2303773-19 20#4_17,K2302680-15 16#2_32
27,"K2103669-9,10#14_6",K2303773-25 26#4_15,K2303014-11 12#1_32
28,B2341327-1#11_31,K2302878-11 12#1_14,K2302680-7 8#4_2
29,B2346277-2#13_16,K2303773-25 26#4_7,
30,K2200642-3 4#12_22,K2303773-21 22#4_17,
31,K2302536-7 8#1_4,K2303773-27 28#4_14,
32,K2302105-17 18#7_1,K2201770-7 8#9_34,
33,K2301828-7 8#9_27,K2303773-21 22#4_9,
34,K2302260-3 4#2_29,K2201770-5 6#9_24,
35,K2302216-1 2#6_7,K2302807-5 6#2_14,
36,K2302495-3 4#1_14,K2302807-9 10#2_12,
37,K2302495-9 10#9_2,K2303773-23 24#4_16,
38,B2347868-1#13_17,K2302878-7 8#1_12,
39,K2302216-7 8#6_3,K2303773-19 20#4_18,
40,K2302614-17 18#4_20,K2303773-17 18#4_19,
41,K2302639-3 4#4_16,K2303773-31 32#4_5,
42,K2302536-5 6#1_5,K2201770-9 10#12_11,
43,K2301896-15 16#9_9,K2302807-7 8#2_13,
44,K2302536-9 10#1_3,,
45,K2302182-11 12#6_18,,
46,K2302216-9 10#6_8,,
47,K2203698-7 8#11_9,,
48,K2301846-23 24#9_22,,
49,K2302366-7 8#2_13,,
50,K2302495-5 6#1_15,,
51,K2301846-19 20#9_20,,
