,train,val,test
0,B2318573-2 #11,K2304796-3 4#1,K2304079-7 8#9
1,B2337974-3#11,K2304796-9 10#1,K2303429-10 %HE#9
2,B2340214-3#11,K2304796-5 6#10,K2303429-21 22#9
3,B2343929-5#13,K2304796-11 12#10,K2303429-7 8#9
4,B2343929-4#13,K2304796-5 6#1,K2303429-11 12#9
5,B2343929-3#13,K2304796-11 12#1,K2303429-1 2#9
6,B2343929-1  2  3-HE#13,K2304796-3 4#10,K2303429-3 4#9
7,B2404461-1#13,K2304796-7 8#1,K2303429-9 10#9
8,"K2103031-3,4#14",K2304796-7 8#10,K2303429-5 6#9
9,"K2103031-1,2#14",K2304796-13 14#1,K2305209-11 12#2
10,"K2103031-7,8#14",K2304796-9 10#10,K2305209-1 2#11
11,"K2103031-5,6#14",K2303406-11 12#9,K2305209-5 6#11
12,K2201770-11 12#9,K2303406-3 4#9,K2305209-7 8#11
13,K2201770-3 4#12,K2303406-7 8#9,K2305209-3 4#11
14,K2201770-11 12#12,K2303406-9 10#9,K2305209-9 10#2
15,K2201770-7 8#12,K2303406-5 6#9,K2305209-13 14#11
16,K2201770-1 2#9,K2302879-5 6#1,K2305209-13 14#2
17,K2201770-9 10#9,K2302879-9 10#1,K2305209-7 8#2
18,K2201770-7 8#9,K2302879-7 8#1,K2305209-11 12#11
19,K2201770-9 10#12,K2301849-9 10#9,K2305209-9 10#11
20,K2201770-1 2#12,K2301849-13 14#9,K2304308-7 8#14
21,K2201770-5 6#9,K2301849- 9#9,K2304308-3 4#14
22,K2201770-3 4#9,K2301849-11 12#9,K2304308-13 14#14
23,K2201770-5 6#12,K2304748-3 4#15,K2304308-5 6#14
24,K2201945-7 8#12,K2304748-9 10#15,K2304308-9 10#14
25,K2201945-5 6#12,K2304748-11 12#10,K2304308-11 12#14
26,K2201945-11 12#12,K2304748-11 12#15,K2304308-15 16#14
27,K2201945-13 14#12,K2304748-7 8#1,"K2103669-9,10#14"
28,K2201945-3 4#12,K2304748-7 8#15,"K2103669-3,4#14"
29,K2201945-15 16#12,K2304748-9 10#10,"K2103669-1,2#14"
30,K2201945-9 10#12,K2304748-5 6#15,"K2103669-5,6#14"
31,K2202988-1 2#11,K2304748-13 14#1,"K2103669-7,8#14"
32,K2202988-5 6#11,B2341317-1#11,K2303558-13 14#7
33,K2202988-3 4#11,K2400074-5 6#12,K2303558-11 12#7
34,K2202988-9 10#11,K2400074-9 10#12,K2303558-15 16#7
35,K2202988-7 8#11,K2400074-7 8#12,K2302495-1 2#9
36,K2203698-3 4#11,K2400074-11 12#12,K2302495-7 8#1
37,K2203698-7 8#11,K2400074-1 2#12,K2302495-7 8#9
38,K2203698-1 2#11,K2400074-3 4#12,K2302495-5 6#9
39,K2203698-11 12#11,K2200642-3 4#12,K2302495-9  #1
40,K2203698-5 6#11,K2200642-7 8#12,K2302495-9  #9
41,K2203698-9 10#11,K2200642-5 6#12,K2302495-3 4#9
42,K2203698-13 14#11,K2303942-13 14#4,K2302495-9 10#9
43,K2203813-13 14#11,S2307564-29 30#6,K2302495-5 6#1
44,K2203813-9 10#11,S2307564-17 18#6,K2302495-1 2#1
45,K2203813-11 12#11,S2307564-19 20#6,K2302495-3 4#1
46,K2203813-5 6#11,S2307564-31 32#6,K2304657-3 4#2
47,K2300418-7 8#11,S2307564-25 26#6,K2304657-1 2#14
48,K2300418-7 8#10,S2307564-27 28#6,K2304657-7 8#2
49,K2301605-3 4#10,S2307564-15 32#6,K2304657-9 10#2
50,K2301605-9 10#10,K2303259-5 6#10,K2304657-5 6#1
51,K2301605-5 6#10,K2303259-9 10#10,K2304657-9 10#14
52,K2301605-1 2#10,K2303259-3 4#10,K2304657-5 6#2
53,K2301605-7 8#10,K2303259-7 8#10,K2304657-7 8#14
54,K2301846-29 30#9,K2303259-1 2#10,K2304657-3 4#1
55,K2301846-23 24#9,K2304078-5 6#9,K2304657-1 2#2
56,K2301846-25 26#9,K2302614-21#4,K2305121-13 14#7
57,K2301846-15 16#9,K2302614-17 18#4,K2305121-13 14#2
58,K2301846-27 28#9,K2302614-21 #4,K2301896-13 14#9
59,K2301846-19 20#9,K2302614-19 20#4,K2301896-11 12#9
60,K2301846-21 22#9,K2302614-15 16#4,K2301896-15 16#9
61,K2301846-17 18#9,K2301905-7 8#9,K2301896-17 18#9
62,K2302000-7 8#9,K2301905-11 12#9,K2302461-9 10#1
63,K2302000-5 6#9,K2301905-5 6#9,K2302461-11 12#1
64,K2302100-3 4#1,K2301905-9 10#9,K2302461-7 8#1
65,K2302100-1 2#1,,K2302461-3 4#1
66,K2302100-7 8#1,,K2302461-13 14#1
67,K2302100-5 6#1,,K2302461-5 6#1
68,K2302105-13 14#7,,K2301828-5 6#9
69,K2302105-9 10#7,,K2301828-3 4#9
70,K2302105-17 18#7,,K2301828-7 8#9
71,K2302105-11 12#7,,K2301828-9 10#9
72,K2302105-15 16#7,,K2303977-5 6#4
73,K2302105-7 8#7,,K2303977-9 10#4
74,K2302139-1 2#6,,K2303977-11 12#4
75,K2302139-7 8#6,,K2303977-19 20-HE#4
76,K2302139-9 10#6,,K2303977-13 14#4
77,K2302139-19 20#6,,K2302182-15 16#6
78,K2302139-3 4#6,,K2302182-19 20#6
79,K2302139-5 6#6,,K2302182-17 18#6
80,K2302139-21 22#6,,K2302182-11 12#6
81,K2302215-9 10#6,,K2302182-9 10#6
82,K2302215-5 6#6,,
83,K2302215-3 4#6,,
84,K2302215-1 2#6,,
85,K2302215-7 8#6,,
86,K2302216-1 2#6,,
87,K2302216-3 4#6,,
88,K2302216-11 12#6,,
89,K2302216-7 8#6,,
90,K2302216-5 6#6,,
91,K2302216-9 10#6,,
92,K2302247-9 10#6,,
93,K2302247-11 12#2,,
94,K2302247-5 6#2,,
95,K2302260-5 6#2,,
96,K2302260-7 8#2,,
97,K2302260-9 10#2,,
98,K2302260-3 4#2,,
99,K2302260-1 2#2,,
100,K2302366-16 17#2,,
101,K2302366-9 10#2,,
102,K2302366-1 2#2,,
103,K2302366-7 8#2,,
104,K2302366-3 4#2,,
105,K2302366-18 19#2,,
106,K2302366-5 6#2,,
107,K2302388-11 12#2,,
108,K2302388-19 20#2,,
109,K2302388-15 16#2,,
110,K2302388-17 18#2,,
111,K2302388-13 14#2,,
112,K2302388-21 22#2,,
113,K2302494-9 10#1,,
114,K2302494-11 12#1,,
115,K2302494-7 8#1,,
116,K2302639-5 6#4,,
117,K2302639-9 10#4,,
118,K2302639-3 4#4,,
119,K2302639-7 8#4,,
120,K2302661-11 12#4,,
121,K2302661-5 6#4,,
122,K2302661-9 10#4,,
123,K2302661-7 8#4,,
124,K2302661-3 4#4,,
125,K2302755-7 8#2,,
126,K2302755-13 14#2,,
127,K2302755-9 10#2,,
128,K2302755-11 12#2,,
129,K2302755-5 6#2,,
130,K2302760-11 12#2,,
131,K2302760-13 14#2,,
132,K2302760-3 4#2,,
133,K2302760-5 6#2,,
134,K2302760-7 8#2,,
135,K2302885-7 8#1,,
136,K2302885-5 6#1,,
137,K2303061-11 12#15,,
138,K2303061-19#7,,
139,K2303061-9 10#9,,
140,K2303061-15 16#15,,
141,K2303061-19#2,,
142,K2303061-15 16#7,,
143,K2303061-17 18#7,,
144,K2303061-17 18#15,,
145,K2303061-11 12#7,,
146,K2303061-13 14#7,,
147,K2303061-13 14#15,,
148,K2303545-11 12#7,,
149,K2303545-9 10#7,,
150,K2303545-13 14#7,,
151,K2303545-7 8#7,,
152,K2303640-9 10#4,,
153,K2303640-5 6#4,,
154,K2303640-3 4#4,,
155,K2303640-7 8#4,,
156,K2303773-21 22#4,,
157,K2303773-29 30#4,,
