,train,val,test
0,B2318573-2 #11,B2337974-3#11,S2034127#9
1,B2340214-3#11,S2311210-1 2#2,S2034127#7
2,B2341317-1#11,S2311210-2 #2,K2303558-13 14#7
3,B2404461-1#13,K2304452-11 12#14,K2303558-11 12#7
4,"K2103031-3,4#14",K2304452-1 2#13,K2303558-15 16#7
5,"K2103031-1,2#14",K2304452-17 18#14,K2200642-3 4#12
6,"K2103031-7,8#14",K2304452-1 2#14,K2200642-7 8#12
7,"K2103031-5,6#14",K2304452-9 10#14,K2200642-5 6#12
8,"K2103669-9,10#14",K2304452-7 8#14,K2304748-3 4#15
9,"K2103669-3,4#14",K2304452-5 6#14,K2304748-9 10#15
10,"K2103669-1,2#14",K2304452-19 20#13,K2304748-11 12#10
11,"K2103669-5,6#14",K2304452-17 18#13,K2304748-11 12#15
12,"K2103669-7,8#14",K2304452-15 16#13,K2304748-7 8#1
13,K2201770-11 12#9,K2304452-3 4#13,K2304748-7 8#15
14,K2201770-3 4#12,K2304452-13 14#14,K2304748-9 10#10
15,K2201770-11 12#12,K2304452-15 16#14,K2304748-5 6#15
16,K2201770-7 8#12,K2304452-3 4#14,K2304748-13 14#1
17,K2201770-1 2#9,K2304452-19 20#14,K2302216-1 2#6
18,K2201770-9 10#9,K2304243-11 12#6,K2302216-3 4#6
19,K2201770-7 8#9,K2302139-1 2#6,K2302216-11 12#6
20,K2201770-9 10#12,K2302139-7 8#6,K2302216-7 8#6
21,K2201770-1 2#12,K2302139-9 10#6,K2302216-5 6#6
22,K2201770-5 6#9,K2302139-19 20#6,K2302216-9 10#6
23,K2201770-3 4#9,K2302139-3 4#6,K2304796-3 4#1
24,K2201770-5 6#12,K2302139-5 6#6,K2304796-9 10#1
25,K2201945-7 8#12,K2302139-21 22#6,K2304796-5 6#10
26,K2201945-5 6#12,S2316008-11 12#2,K2304796-11 12#10
27,K2201945-11 12#12,S2316008-9 10#2,K2304796-5 6#1
28,K2201945-13 14#12,S2316008-19 -HE#2,K2304796-11 12#1
29,K2201945-3 4#12,S2316008-7 8#2,K2304796-3 4#10
