,train,val,test
0,B2318573-2 #11,K2304119-9 10#9,K2302366-16 17#2
1,B2337974-3#11,K2304119-3 4#7,K2302366-9 10#2
2,B2340214-3#11,K2304119-5 6#9,K2302366-1 2#2
3,B2341317-1#11,K2304119-9 10#7,K2302366-7 8#2
4,B2404461-1#13,K2304119-7 8#9,K2302366-3 4#2
5,"K2103031-3,4#14",K2304119-7 8#7,K2302366-18 19#2
6,"K2103031-1,2#14",K2304119-3 4#9,K2302366-5 6#2
7,"K2103031-7,8#14",K2304119-5 6#7,K2303558-13 14#7
8,"K2103031-5,6#14",K2304119-1 2#9,K2303558-11 12#7
9,"K2103669-9,10#14",K2302755-7 8#2,K2303558-15 16#7
10,"K2103669-3,4#14",K2302755-13 14#2,K2201945-7 8#12
11,"K2103669-1,2#14",K2302755-9 10#2,K2201945-5 6#12
12,"K2103669-5,6#14",K2302755-11 12#2,K2201945-11 12#12
13,"K2103669-7,8#14",K2302755-5 6#2,K2201945-13 14#12
14,K2200642-3 4#12,K2301849-9 10#9,K2201945-3 4#12
15,K2200642-7 8#12,K2301849-13 14#9,K2201945-15 16#12
16,K2200642-5 6#12,K2301849- 9#9,K2201945-9 10#12
17,K2201770-11 12#9,K2301849-11 12#9,K2304386-3 4#7
18,K2201770-3 4#12,K2304720-11 12#14,K2304386-9 10#7
19,K2201770-11 12#12,K2304720-5 6#1,K2304386-11 12#14
20,K2201770-7 8#12,K2304720-5 6#14,K2304386-1 2#7
21,K2201770-1 2#9,K2304720-7 8-HE#14,K2304386-11 12#7
22,K2201770-9 10#9,K2304720-9 10#14,K2304386-7 8#14
23,K2201770-7 8#9,K2304720-7 8-HE#1,K2304386-9 10#14
24,K2201770-9 10#12,K2304720-9 10#1,K2304386-5 6#7
25,K2201770-1 2#12,K2304720-3 4#1,K2304386-7 8#7
26,K2201770-5 6#9,K2304720-3 4#7,K2300418-7 8#11
27,K2201770-3 4#9,K2302215-9 10#6,K2300418-7 8#10
28,K2201770-5 6#12,K2302215-5 6#6,K2302661-11 12#4
29,K2202988-1 2#11,K2302215-3 4#6,K2302661-5 6#4
30,K2202988-5 6#11,K2302215-1 2#6,K2302661-9 10#4
31,K2202988-3 4#11,K2302215-7 8#6,K2302661-7 8#4
32,K2202988-9 10#11,K2302879-5 6#1,K2302661-3 4#4
33,K2202988-7 8#11,K2302879-9 10#1,K2303061-11 12#15
34,K2203698-3 4#11,K2302879-7 8#1,K2303061-19#7
35,K2203698-7 8#11,B2343929-5#13,K2303061-9 10#9
36,K2203698-1 2#11,B2343929-4#13,K2303061-15 16#15
37,K2203698-11 12#11,B2343929-3#13,K2303061-19#2
38,K2203698-5 6#11,B2343929-1  2  3-HE#13,K2303061-15 16#7
39,K2203698-9 10#11,K2400179-11 12#14,K2303061-17 18#7
40,K2203698-13 14#11,K2400179-9 10#14,K2303061-17 18#15
41,K2203813-13 14#11,K2400179-5 6#1,K2303061-11 12#7
42,K2203813-9 10#11,K2400179-7 8#14,K2303061-13 14#7
43,K2203813-11 12#11,K2302344-9 10#2,K2303061-13 14#15
44,K2203813-5 6#11,K2302344-7 8#2,K2304748-3 4#15
45,K2301605-3 4#10,K2302344-13 14#2,K2304748-9 10#15
46,K2301605-9 10#10,K2302344-11 12#2,K2304748-11 12#10
47,K2301605-5 6#10,K2302536-5 6#1,K2304748-11 12#15
48,K2301605-1 2#10,K2302536-1 2#1,K2304748-7 8#1
49,K2301605-7 8#10,K2302536-7 8#1,K2304748-7 8#15
50,K2301846-29 30#9,K2302536-3 4#1,K2304748-9 10#10
51,K2301846-23 24#9,K2302536-11 12#1,K2304748-5 6#15
52,K2301846-25 26#9,K2302536-13 14#1,K2304748-13 14#1
53,K2301846-15 16#9,K2302536-9 10#1,K2203437-15 16#11
54,K2301846-27 28#9,K2303800-9 10#5,K2203437-13 14#11
55,K2301846-19 20#9,K2303800-5 6#5,K2203437-17#11
56,K2301846-21 22#9,K2303800-7 8#5,K2302680-7 8#4
57,K2301846-17 18#9,HZ234043-120  -HE#14,K2302680-15 16#2
58,K2302000-7 8#9,K2302867-5 6#1,K2302680-9 10#4
59,K2302000-5 6#9,K2302867-3 4#1,K2302680-11 12#2
60,K2302100-3 4#1,K2302867-1 2#1,K2302680-17 18#2
61,K2302100-1 2#1,K2302867-7 8#1,K2302680-13 14#2
62,K2302100-7 8#1,K2302867-9 10#1,K2304078-5 6#9
63,K2302100-5 6#1,B2345897-1#13,K2302983-38 39#2
64,K2302105-13 14#7,,K2302983-40#2
65,K2302105-9 10#7,,K2302983-19 20#2
66,K2302105-17 18#7,,K2302983-1 2#2
67,K2302105-11 12#7,,K2302983-21 22#2
68,K2302105-15 16#7,,K2302983-23 24#2
69,K2302105-7 8#7,,K2302983-36 37#2
70,K2302139-1 2#6,,B2342006-1#13
71,K2302139-7 8#6,,K2305121-13 14#7
72,K2302139-9 10#6,,K2305121-13 14#2
73,K2302139-19 20#6,,
74,K2302139-3 4#6,,
75,K2302139-5 6#6,,
76,K2302139-21 22#6,,
77,K2302216-1 2#6,,
78,K2302216-3 4#6,,
79,K2302216-11 12#6,,
80,K2302216-7 8#6,,
81,K2302216-5 6#6,,
82,K2302216-9 10#6,,
83,K2302247-9 10#6,,
84,K2302247-11 12#2,,
85,K2302247-5 6#2,,
86,K2302260-5 6#2,,
87,K2302260-7 8#2,,
88,K2302260-9 10#2,,
89,K2302260-3 4#2,,
90,K2302260-1 2#2,,
91,K2302388-11 12#2,,
92,K2302388-19 20#2,,
93,K2302388-15 16#2,,
94,K2302388-17 18#2,,
95,K2302388-13 14#2,,
96,K2302388-21 22#2,,
97,K2302494-9 10#1,,
98,K2302494-11 12#1,,
99,K2302494-7 8#1,,
100,K2302495-1 2#9,,
101,K2302495-7 8#1,,
102,K2302495-7 8#9,,
103,K2302495-5 6#9,,
104,K2302495-9  #1,,
105,K2302495-9  #9,,
106,K2302495-3 4#9,,
107,K2302495-9 10#9,,
108,K2302495-5 6#1,,
109,K2302495-1 2#1,,
110,K2302495-3 4#1,,
111,K2302639-5 6#4,,
112,K2302639-9 10#4,,
113,K2302639-3 4#4,,
114,K2302639-7 8#4,,
115,K2302760-11 12#2,,
116,K2302760-13 14#2,,
117,K2302760-3 4#2,,
118,K2302760-5 6#2,,
119,K2302760-7 8#2,,
120,K2302885-7 8#1,,
121,K2302885-5 6#1,,
122,K2303406-11 12#9,,
123,K2303406-3 4#9,,
124,K2303406-7 8#9,,
125,K2303406-9 10#9,,
126,K2303406-5 6#9,,
127,K2303429-10 %HE#9,,
128,K2303429-21 22#9,,
129,K2303429-7 8#9,,
130,K2303429-11 12#9,,
131,K2303429-1 2#9,,
132,K2303429-3 4#9,,
133,K2303429-9 10#9,,
134,K2303429-5 6#9,,
135,K2303545-11 12#7,,
136,K2303545-9 10#7,,
137,K2303545-13 14#7,,
138,K2303545-7 8#7,,
139,K2303640-9 10#4,,
140,K2303640-5 6#4,,
141,K2303640-3 4#4,,
142,K2303640-7 8#4,,
143,K2303773-21 22#4,,
144,K2303773-29 30#4,,
145,K2303773-25 26#4,,
146,K2303773-17 18#4,,
147,K2303773-31 32#4,,
148,K2303773-27 28#4,,
149,K2303773-19 20#4,,
150,K2303773-23 24#4,,
151,K2303773-15 16#4,,
152,K2303782-9 10#4,,
153,K2303782-7 8#4,,
154,K2303782-5 6#4,,
155,K2303782-11 12#4,,
156,K2303810-5 6#5,,
157,K2303814-15 #5,,
158,K2303814-20 21#5,,
159,K2303814-13 14#5,,
160,K2303814-18 19#5,,
161,K2303814-9 10#5,,
162,K2303814-11 12#5,,
163,K2303814-16 17#5,,
164,K2303826-3 4#5,,
165,K2303826-7 8#5,,
166,K2303826-1 2#5,,
167,K2303826-5 6#5,,
168,K2304032-13 14#7,,
169,K2304032-9 10#9,,
170,K2304032-21#7,,
171,K2304032-11 12#7,,
172,K2304032-17 18#7,,
173,K2304032-15 16#9,,
174,K2304032-11 12#9,,
175,K2304032-17 18#9,,
176,K2304032-9 10#7,,
177,K2304032-19 20#7,,
178,K2304032-19 20#9,,
179,K2304032-15 16#7,,
180,K2304032-13 14#9,,
181,K2304079-7 8#9,,
182,K2304086-7 8#9,,
183,K2304097-16 17#7,,
184,K2304097-1 2#7,,
185,K2304097-18#7,,
186,K2304097-7 8#9,,
187,K2304243-11 12#6,,
188,K2304247-5 6#6,,
189,K2304247-5 6#9,,
190,K2304247-3 4#6,,
191,K2304247-3 4#9,,
192,K2304247-9 10#9,,
193,K2304247-1 2#9,,
194,K2304247-7 8#14,,
195,K2304247-9 10#14,,
196,K2304247-7 8#9,,
197,K2304308-7 8#14,,
198,K2304308-3 4#14,,
199,K2304308-13 14#14,,
200,K2304308-5 6#14,,
201,K2304308-9 10#14,,
202,K2304308-11 12#14,,
203,K2304308-15 16#14,,
204,K2304339-11 12#7,,
205,K2304339-7 8#7,,
206,K2304339-9 10#7,,
207,K2304339-1 2#7,,
208,K2304339-5 6#7,,
209,K2304339-3 4#7,,
210,K2304382-19 20#7,,
211,K2304382-11 12#7,,
212,K2304382-13 14#7,,
213,K2304382-15 16#7,,
214,K2304382-21#7,,
215,K2304382-9 10#7,,
216,K2304382-17 18#7,,
217,K2304422-19 20#7,,
218,K2304422-5 6#7,,
219,K2304422-7 8#15,,
220,K2304422-19 20#13,,
221,K2304422-17 18#7,,
222,K2304422-17 18#15,,
223,K2304422-15 16#7,,
224,K2304422-11 12#7,,
225,K2304422-21 22#13,,
226,K2304422-3 4#7,,
227,K2304422-21 22#7,,
228,K2304422-9 10#7,,
229,K2304422-1 2#7,,
230,K2304422-7 8#7,,
231,K2304422-13 14#7,,
232,K2304452-11 12#14,,
233,K2304452-1 2#13,,
234,K2304452-17 18#14,,
235,K2304452-1 2#14,,
236,K2304452-9 10#14,,
237,K2304452-7 8#14,,
238,K2304452-5 6#14,,
239,K2304452-19 20#13,,
240,K2304452-17 18#13,,
241,K2304452-15 16#13,,
242,K2304452-3 4#13,,
243,K2304452-13 14#14,,
244,K2304452-15 16#14,,
245,K2304452-3 4#14,,
246,K2304452-19 20#14,,
247,K2304651-7 8#14,,
248,K2304651-11 12#2,,
249,K2304651-17 18#14,,
250,K2304651-19 #14,,
251,K2304651-13 14#2,,
252,K2304651-7 8#2,,
253,K2304651-13 14#14,,
254,K2304651-11 12#14,,
255,K2304651-19 #2,,
256,K2304651-15 16#14,,
257,K2304651-15 16#2,,
258,K2304651-17 18#2,,
259,K2304657-3 4#2,,
260,K2304657-1 2#14,,
261,K2304657-7 8#2,,
262,K2304657-9 10#2,,
263,K2304657-5 6#1,,
264,K2304657-9 10#14,,
265,K2304657-5 6#2,,
266,K2304657-7 8#14,,
267,K2304657-3 4#1,,
268,K2304657-1 2#2,,
269,K2304796-3 4#1,,
270,K2304796-9 10#1,,
271,K2304796-5 6#10,,
