,train,val,test
0,B2318573-2 #11,K2400179-11 12#14,K2302366-16 17#2
1,B2337974-3#11,K2400179-9 10#14,K2302366-9 10#2
2,B2340214-3#11,K2400179-5 6#1,K2302366-1 2#2
3,B2341317-1#11,K2400179-7 8#14,K2302366-7 8#2
4,B2343929-5#13,K2302879-5 6#1,K2302366-3 4#2
5,B2343929-4#13,K2302879-9 10#1,K2302366-18 19#2
6,B2343929-3#13,K2302879-7 8#1,K2302366-5 6#2
7,B2343929-1  2  3-HE#13,K2304422-19 20#7,K2301605-3 4#10
8,B2404461-1#13,K2304422-5 6#7,K2301605-9 10#10
9,"K2103669-9,10#14",K2304422-7 8#15,K2301605-5 6#10
10,"K2103669-3,4#14",K2304422-19 20#13,K2301605-1 2#10
11,"K2103669-1,2#14",K2304422-17 18#7,K2301605-7 8#10
12,"K2103669-5,6#14",K2304422-17 18#15,K2302100-3 4#1
13,"K2103669-7,8#14",K2304422-15 16#7,K2302100-1 2#1
14,K2200642-3 4#12,K2304422-11 12#7,K2302100-7 8#1
15,K2200642-7 8#12,K2304422-21 22#13,K2302100-5 6#1
16,K2200642-5 6#12,K2304422-3 4#7,K2400889-5 6#14
17,K2201770-11 12#9,K2304422-21 22#7,K2400889-11 12#14
18,K2201770-3 4#12,K2304422-9 10#7,K2400889-17 18#14
19,K2201770-11 12#12,K2304422-1 2#7,K2400889-13 14#14
20,K2201770-7 8#12,K2304422-7 8#7,K2400889-19 20#14
21,K2201770-1 2#9,K2304422-13 14#7,K2400889-15 16#14
22,K2201770-9 10#9,K2303773-21 22#4,K2400889-3 4#14
23,K2201770-7 8#9,K2303773-29 30#4,K2400889-9 10#14
24,K2201770-9 10#12,K2303773-25 26#4,K2400889-7 8#14
25,K2201770-1 2#12,K2303773-17 18#4,K2302639-5 6#4
26,K2201770-5 6#9,K2303773-31 32#4,K2302639-9 10#4
27,K2201770-3 4#9,K2303773-27 28#4,K2302639-3 4#4
28,K2201770-5 6#12,K2303773-19 20#4,K2302639-7 8#4
29,K2201945-7 8#12,K2303773-23 24#4,K2304243-11 12#6
30,K2201945-5 6#12,K2303773-15 16#4,S2306913-13 14#6
31,K2201945-11 12#12,K2303810-5 6#5,S2306913-11 12#6
32,K2201945-13 14#12,K2302755-7 8#2,S2306913-7 8#6
33,K2201945-3 4#12,K2302755-13 14#2,S2306913-5 6#6
34,K2201945-15 16#12,K2302755-9 10#2,S2306913-9 10#6
35,K2201945-9 10#12,K2302755-11 12#2,S2306913-3 4#6
36,K2202988-1 2#11,K2302755-5 6#2,"K2103031-3,4#14"
37,K2202988-5 6#11,K2304032-13 14#7,"K2103031-1,2#14"
38,K2202988-3 4#11,K2304032-9 10#9,"K2103031-7,8#14"
39,K2202988-9 10#11,K2304032-21#7,"K2103031-5,6#14"
40,K2202988-7 8#11,K2304032-11 12#7,K2300766-3 4#10
41,K2203698-3 4#11,K2304032-17 18#7,K2305121-13 14#7
42,K2203698-7 8#11,K2304032-15 16#9,K2305121-13 14#2
43,K2203698-1 2#11,K2304032-11 12#9,S2321173-1 2#1
44,K2203698-11 12#11,K2304032-17 18#9,K2302614-21#4
45,K2203698-5 6#11,K2304032-9 10#7,K2302614-17 18#4
46,K2203698-9 10#11,K2304032-19 20#7,K2302614-21 #4
47,K2203698-13 14#11,K2304032-19 20#9,K2302614-19 20#4
48,K2203813-13 14#11,K2304032-15 16#7,K2302614-15 16#4
49,K2203813-9 10#11,K2304032-13 14#9,K2303166-9 10#10
50,K2203813-11 12#11,K2302000-7 8#9,K2303166-13 %HE#10
51,K2203813-5 6#11,K2302000-5 6#9,K2303166-7 8#10
52,K2300418-7 8#11,K2302452-11 12#1,K2303166-13 14#10
53,K2300418-7 8#10,K2302452-5 6#1,B2348252-1#13
54,K2301846-29 30#9,K2302452-9 10#1,
55,K2301846-23 24#9,K2302452-3 4#1,
56,K2301846-25 26#9,K2302452-7 8#1,
57,K2301846-15 16#9,K2301905-7 8#9,
58,K2301846-27 28#9,K2301905-11 12#9,
59,K2301846-19 20#9,K2301905-5 6#9,
60,K2301846-21 22#9,K2301905-9 10#9,
61,K2301846-17 18#9,B2341994-1#11,
62,K2301849-9 10#9,K2301896-13 14#9,
63,K2301849-13 14#9,K2301896-11 12#9,
64,K2301849- 9#9,K2301896-15 16#9,
65,K2301849-11 12#9,K2301896-17 18#9,
66,K2302105-13 14#7,B2341327-1#11,
67,K2302105-9 10#7,K2303552-15 16#6,
68,K2302105-17 18#7,K2303552-13 14#6,
69,K2302105-11 12#7,K2303552-11 12#6,
70,K2302105-15 16#7,K2303552-9 10#6,
71,K2302105-7 8#7,,
72,K2302139-1 2#6,,
73,K2302139-7 8#6,,
74,K2302139-9 10#6,,
75,K2302139-19 20#6,,
76,K2302139-3 4#6,,
77,K2302139-5 6#6,,
78,K2302139-21 22#6,,
79,K2302215-9 10#6,,
80,K2302215-5 6#6,,
81,K2302215-3 4#6,,
82,K2302215-1 2#6,,
83,K2302215-7 8#6,,
84,K2302216-1 2#6,,
85,K2302216-3 4#6,,
86,K2302216-11 12#6,,
87,K2302216-7 8#6,,
88,K2302216-5 6#6,,
89,K2302216-9 10#6,,
90,K2302247-9 10#6,,
91,K2302247-11 12#2,,
92,K2302247-5 6#2,,
93,K2302260-5 6#2,,
94,K2302260-7 8#2,,
95,K2302260-9 10#2,,
96,K2302260-3 4#2,,
97,K2302260-1 2#2,,
98,K2302388-11 12#2,,
99,K2302388-19 20#2,,
100,K2302388-15 16#2,,
101,K2302388-17 18#2,,
102,K2302388-13 14#2,,
103,K2302388-21 22#2,,
104,K2302494-9 10#1,,
105,K2302494-11 12#1,,
106,K2302494-7 8#1,,
107,K2302495-1 2#9,,
108,K2302495-7 8#1,,
109,K2302495-7 8#9,,
110,K2302495-5 6#9,,
111,K2302495-9  #1,,
112,K2302495-9  #9,,
113,K2302495-3 4#9,,
114,K2302495-9 10#9,,
115,K2302495-5 6#1,,
116,K2302495-1 2#1,,
117,K2302495-3 4#1,,
118,K2302661-11 12#4,,
119,K2302661-5 6#4,,
120,K2302661-9 10#4,,
121,K2302661-7 8#4,,
122,K2302661-3 4#4,,
123,K2302760-11 12#2,,
124,K2302760-13 14#2,,
125,K2302760-3 4#2,,
126,K2302760-5 6#2,,
127,K2302760-7 8#2,,
128,K2302885-7 8#1,,
129,K2302885-5 6#1,,
130,K2303061-11 12#15,,
131,K2303061-19#7,,
132,K2303061-9 10#9,,
133,K2303061-15 16#15,,
134,K2303061-19#2,,
135,K2303061-15 16#7,,
136,K2303061-17 18#7,,
137,K2303061-17 18#15,,
138,K2303061-11 12#7,,
139,K2303061-13 14#7,,
140,K2303061-13 14#15,,
141,K2303406-11 12#9,,
142,K2303406-3 4#9,,
143,K2303406-7 8#9,,
144,K2303406-9 10#9,,
145,K2303406-5 6#9,,
146,K2303429-10 %HE#9,,
147,K2303429-21 22#9,,
148,K2303429-7 8#9,,
149,K2303429-11 12#9,,
150,K2303429-1 2#9,,
151,K2303429-3 4#9,,
152,K2303429-9 10#9,,
153,K2303429-5 6#9,,
154,K2303545-11 12#7,,
155,K2303545-9 10#7,,
156,K2303545-13 14#7,,
157,K2303545-7 8#7,,
158,K2303558-13 14#7,,
159,K2303558-11 12#7,,
160,K2303558-15 16#7,,
161,K2303640-9 10#4,,
162,K2303640-5 6#4,,
163,K2303640-3 4#4,,
164,K2303640-7 8#4,,
165,K2303782-9 10#4,,
166,K2303782-7 8#4,,
167,K2303782-5 6#4,,
168,K2303782-11 12#4,,
169,K2303814-15 #5,,
170,K2303814-20 21#5,,
171,K2303814-13 14#5,,
172,K2303814-18 19#5,,
173,K2303814-9 10#5,,
174,K2303814-11 12#5,,
175,K2303814-16 17#5,,
176,K2303826-3 4#5,,
177,K2303826-7 8#5,,
178,K2303826-1 2#5,,
179,K2303826-5 6#5,,
180,K2304079-7 8#9,,
181,K2304086-7 8#9,,
182,K2304097-16 17#7,,
183,K2304097-1 2#7,,
184,K2304097-18#7,,
185,K2304097-7 8#9,,
186,K2304119-9 10#9,,
187,K2304119-3 4#7,,
188,K2304119-5 6#9,,
189,K2304119-9 10#7,,
190,K2304119-7 8#9,,
191,K2304119-7 8#7,,
192,K2304119-3 4#9,,
193,K2304119-5 6#7,,
194,K2304119-1 2#9,,
195,K2304247-5 6#6,,
196,K2304247-5 6#9,,
197,K2304247-3 4#6,,
198,K2304247-3 4#9,,
199,K2304247-9 10#9,,
200,K2304247-1 2#9,,
201,K2304247-7 8#14,,
202,K2304247-9 10#14,,
203,K2304247-7 8#9,,
204,K2304308-7 8#14,,
205,K2304308-3 4#14,,
206,K2304308-13 14#14,,
207,K2304308-5 6#14,,
208,K2304308-9 10#14,,
209,K2304308-11 12#14,,
210,K2304308-15 16#14,,
211,K2304339-11 12#7,,
212,K2304339-7 8#7,,
213,K2304339-9 10#7,,
214,K2304339-1 2#7,,
215,K2304339-5 6#7,,
216,K2304339-3 4#7,,
217,K2304382-19 20#7,,
218,K2304382-11 12#7,,
219,K2304382-13 14#7,,
220,K2304382-15 16#7,,
221,K2304382-21#7,,
222,K2304382-9 10#7,,
223,K2304382-17 18#7,,
224,K2304386-3 4#7,,
225,K2304386-9 10#7,,
226,K2304386-11 12#14,,
227,K2304386-1 2#7,,
228,K2304386-11 12#7,,
229,K2304386-7 8#14,,
230,K2304386-9 10#14,,
231,K2304386-5 6#7,,
232,K2304386-7 8#7,,
233,K2304452-11 12#14,,
234,K2304452-1 2#13,,
235,K2304452-17 18#14,,
236,K2304452-1 2#14,,
237,K2304452-9 10#14,,
238,K2304452-7 8#14,,
239,K2304452-5 6#14,,
240,K2304452-19 20#13,,
241,K2304452-17 18#13,,
242,K2304452-15 16#13,,
243,K2304452-3 4#13,,
244,K2304452-13 14#14,,
245,K2304452-15 16#14,,
246,K2304452-3 4#14,,
247,K2304452-19 20#14,,
248,K2304651-7 8#14,,
249,K2304651-11 12#2,,
250,K2304651-17 18#14,,
251,K2304651-19 #14,,
252,K2304651-13 14#2,,
253,K2304651-7 8#2,,
254,K2304651-13 14#14,,
255,K2304651-11 12#14,,
256,K2304651-19 #2,,
257,K2304651-15 16#14,,
258,K2304651-15 16#2,,
259,K2304651-17 18#2,,
260,K2304657-3 4#2,,
261,K2304657-1 2#14,,
262,K2304657-7 8#2,,
263,K2304657-9 10#2,,
264,K2304657-5 6#1,,
265,K2304657-9 10#14,,
266,K2304657-5 6#2,,
267,K2304657-7 8#14,,
268,K2304657-3 4#1,,
269,K2304657-1 2#2,,
270,K2304720-11 12#14,,
271,K2304720-5 6#1,,
272,K2304720-5 6#14,,
273,K2304720-7 8-HE#14,,
274,K2304720-9 10#14,,
275,K2304720-7 8-HE#1,,
276,K2304720-9 10#1,,
277,K2304720-3 4#1,,
278,K2304720-3 4#7,,
279,K2304748-3 4#15,,
280,K2304748-9 10#15,,
281,K2304748-11 12#10,,
282,K2304748-11 12#15,,
283,K2304748-7 8#1,,
284,K2304748-7 8#15,,
285,K2304748-9 10#10,,
286,K2304748-5 6#15,,
287,K2304748-13 14#1,,
288,K2304796-3 4#1,,
289,K2304796-9 10#1,,
290,K2304796-5 6#10,,
291,K2304796-11 12#10,,
292,K2304796-5 6#1,,
293,K2304796-11 12#1,,
294,K2304796-3 4#10,,
295,K2304796-7 8#1,,
296,K2304796-7 8#10,,
297,K2304796-13 14#1,,
298,K2304796-9 10#10,,
299,K2304832-1 2#6,,
300,K2304832-5 6#1,,
301,K2304832-3 4#6,,
302,K2304832-3 4#1,,
303,K2304832-7 8#6,,
304,K2304832-1 2#1,,
305,K2304832-7 8#1,,
306,K2304832-9 10#1,,
307,K2304832-5 6#6,,
308,K2305040-3 4#1,,
309,K2305040-3 4#7,,
310,K2305040-11 12#7,,
311,K2305040-11 12#1,,
312,K2305040-7 8#7,,
313,K2305040-1 2#1,,
314,K2305040-5 6#7,,
315,K2305040-7 8#1,,
316,K2305040-1 2#7,,
317,K2305040-9 10#7,,
318,K2305160-11 12#7,,
319,K2305160-5 6#2,,
320,K2305160-9 10#2,,
321,K2305160-9 10#7,,
322,K2305160-5 6#7,,
323,K2305160-3 4#7,,
324,K2305160-1 2#7,,
325,K2305160-11 12#2,,
326,K2305160-7 8#7,,
327,K2305160-7 8#2,,
328,K2305209-11 12#2,,
329,K2305209-1 2#11,,
330,K2305209-5 6#11,,
331,K2305209-7 8#11,,
332,K2305209-3 4#11,,
333,K2305209-9 10#2,,
334,K2305209-13 14#11,,
335,K2305209-13 14#2,,
336,K2305209-7 8#2,,
337,K2305209-11 12#11,,
338,K2305209-9 10#11,,
339,K2400074-5 6#12,,
340,K2400074-9 10#12,,
341,K2400074-7 8#12,,
342,K2400074-11 12#12,,
343,K2400074-1 2#12,,
344,K2400074-3 4#12,,
345,K2400735-7 8#14,,
346,K2400735-5 6#14,,
347,K2400735-17 18#14,,
348,K2400735-9 10#14,,
349,K2400735-15 16#14,,
350,K2400735-13 14#14,,
351,K2400735-11 12#14,,
352,K2401798-13 14#9,,
353,K2401798-17 18-HE#9,,
354,K2401798-15 16#9,,
355,K2401798-9 10#9,,
356,K2401798-7 8#9,,
357,K2401904-13 14#9,,
358,K2401904-9 10#9,,
359,K2401904-11 12#9,,
360,K2401904-15 16#9,,
361,S2034127#9,,
362,S2034127#7,,
363,S2311210-1 2#2,,
364,S2311210-2 #2,,
365,S2314036-15 16#2,,
366,S2314036-9 10#2,,
367,S2314036-5 6#2,,
368,S2314036-13 14#2,,
369,S2314036-11 12#2,,
370,S2314036-17 18#2,,
371,S2314036-7 8#2,,
372,S2316008-11 12#2,,
373,S2316008-9 10#2,,
374,S2316008-19 -HE#2,,
375,S2316008-7 8#2,,
376,S2316008-5 6#2,,
377,S2316008-23 24-HE#2,,
378,S2316008-17 18#2,,
379,S2316008-21 22#2,,
380,S2316008-19 20#2,,
381,S2316008-3 -HE#2,,
382,B2339536-1#11,,
383,B2342006-1#13,,
384,B2345897-1#13,,
385,B2346277-2#13,,
386,B2347868-1#13,,
387,HZ234043-120  -HE#14,,
388,HZ234314-HE#5,,
389,K2102463#14,,
390,"K2103911-5,6#9",,
391,"K2103911-5,6#14",,
392,K2203437-15 16#11,,
393,K2203437-13 14#11,,
394,K2203437-17#11,,
395,K2301828-5 6#9,,
396,K2301828-3 4#9,,
